"cuenca","cuenca_name","fecha","q_pron","q_pron_min","q_pron_max","q_last_year","q_normal","q_obs","fecha_emision","comentarios"
"7104002","Rio Teno Despues De Junta Con Claro","2024-02-01",30.65,7.31,54.25,-1,35.54,-1,2023-05-01,"version 0.1"
"7104002","Rio Teno Despues De Junta Con Claro","2024-03-01",22.18,5.29,39.26,-1,26.22,-1,2023-05-01,"version 0.1"
"7112001","Rio Colorado En Junta Con Palos","2023-04-01",-1,-1,-1,-1,18.3,-1,2023-05-01,"version 0.1"
"7112001","Rio Colorado En Junta Con Palos","2023-05-01",-1,-1,-1,-1,27.62,-1,2023-05-01,"version 0.1"
"7112001","Rio Colorado En Junta Con Palos","2023-06-01",-1,-1,-1,-1,34.97,-1,2023-05-01,"version 0.1"
"7112001","Rio Colorado En Junta Con Palos","2023-07-01",-1,-1,-1,-1,32.85,-1,2023-05-01,"version 0.1"
"7112001","Rio Colorado En Junta Con Palos","2023-08-01",-1,-1,-1,-1,32.75,-1,2023-05-01,"version 0.1"
"7112001","Rio Colorado En Junta Con Palos","2023-09-01",39.95,12.85,67.34,-1,34.3,-1,2023-05-01,"version 0.1"
"7112001","Rio Colorado En Junta Con Palos","2023-10-01",56.79,18.27,95.73,-1,51.32,-1,2023-05-01,"version 0.1"
"7112001","Rio Colorado En Junta Con Palos","2023-11-01",82.36,26.5,138.84,-1,76.98,-1,2023-05-01,"version 0.1"
"7112001","Rio Colorado En Junta Con Palos","2023-12-01",62.01,19.95,104.53,-1,81.45,-1,2023-05-01,"version 0.1"
"7112001","Rio Colorado En Junta Con Palos","2024-01-01",33.28,10.71,56.1,-1,51.45,-1,2023-05-01,"version 0.1"
"7112001","Rio Colorado En Junta Con Palos","2024-02-01",22.8,7.34,38.44,-1,25.29,-1,2023-05-01,"version 0.1"
"7112001","Rio Colorado En Junta Con Palos","2024-03-01",17.08,5.5,28.8,-1,20.13,-1,2023-05-01,"version 0.1"
"7115001","Rio Palos En Junta Con Colorado","2023-04-01",-1,-1,-1,-1,16.03,-1,2023-05-01,"version 0.1"
"7115001","Rio Palos En Junta Con Colorado","2023-05-01",-1,-1,-1,-1,21.46,-1,2023-05-01,"version 0.1"
"7115001","Rio Palos En Junta Con Colorado","2023-06-01",-1,-1,-1,-1,25.87,-1,2023-05-01,"version 0.1"
"7115001","Rio Palos En Junta Con Colorado","2023-07-01",-1,-1,-1,-1,25.94,-1,2023-05-01,"version 0.1"
"7115001","Rio Palos En Junta Con Colorado","2023-08-01",-1,-1,-1,-1,23.67,-1,2023-05-01,"version 0.1"
"7115001","Rio Palos En Junta Con Colorado","2023-09-01",28.51,10.87,46.35,-1,24.38,-1,2023-05-01,"version 0.1"
"7115001","Rio Palos En Junta Con Colorado","2023-10-01",31.64,12.06,51.44,-1,30.51,-1,2023-05-01,"version 0.1"
"7115001","Rio Palos En Junta Con Colorado","2023-11-01",38.5,14.68,62.58,-1,38.31,-1,2023-05-01,"version 0.1"
"7115001","Rio Palos En Junta Con Colorado","2023-12-01",31.67,12.08,51.49,-1,40.4,-1,2023-05-01,"version 0.1"
"7115001","Rio Palos En Junta Con Colorado","2024-01-01",22.55,8.6,36.66,-1,30.73,-1,2023-05-01,"version 0.1"
"7115001","Rio Palos En Junta Con Colorado","2024-02-01",17.46,6.66,28.39,-1,19.95,-1,2023-05-01,"version 0.1"
"7115001","Rio Palos En Junta Con Colorado","2024-03-01",16.77,6.39,27.26,-1,17.24,-1,2023-05-01,"version 0.1"
"7321002","Rio Maule En Armerillo","2023-04-01",-1,-1,-1,-1,105.87,-1,2023-05-01,"version 0.1"
"7321002","Rio Maule En Armerillo","2023-05-01",-1,-1,-1,-1,150.04,-1,2023-05-01,"version 0.1"
"7321002","Rio Maule En Armerillo","2023-06-01",-1,-1,-1,-1,225.83,-1,2023-05-01,"version 0.1"
"7321002","Rio Maule En Armerillo","2023-07-01",-1,-1,-1,-1,231.67,-1,2023-05-01,"version 0.1"
"7321002","Rio Maule En Armerillo","2023-08-01",-1,-1,-1,-1,215.44,-1,2023-05-01,"version 0.1"
"7321002","Rio Maule En Armerillo","2023-09-01",338.48,111.6,531.83,-1,236.03,-1,2023-05-01,"version 0.1"
"7321002","Rio Maule En Armerillo","2023-10-01",336.56,110.97,528.83,-1,317.46,-1,2023-05-01,"version 0.1"
"7321002","Rio Maule En Armerillo","2023-11-01",370.52,122.17,582.19,-1,395.92,-1,2023-05-01,"version 0.1"
"7321002","Rio Maule En Armerillo","2023-12-01",223.51,73.7,351.19,-1,328.87,-1,2023-05-01,"version 0.1"
"7321002","Rio Maule En Armerillo","2024-01-01",172.05,56.73,270.33,-1,194.28,-1,2023-05-01,"version 0.1"
"7321002","Rio Maule En Armerillo","2024-02-01",144.48,47.64,227.02,-1,127.52,-1,2023-05-01,"version 0.1"
"7321002","Rio Maule En Armerillo","2024-03-01",127.62,42.08,200.52,-1,100.3,-1,2023-05-01,"version 0.1"
"7330001","Rio Perquilauquen En San Manuel","2023-04-01",-1,-1,-1,-1,7.46,-1,2023-05-01,"version 0.1"
"7330001","Rio Perquilauquen En San Manuel","2023-05-01",-1,-1,-1,-1,37.36,-1,2023-05-01,"version 0.1"
"7330001","Rio Perquilauquen En San Manuel","2023-06-01",-1,-1,-1,-1,65.02,-1,2023-05-01,"version 0.1"
"7330001","Rio Perquilauquen En San Manuel","2023-07-01",-1,-1,-1,-1,67.85,-1,2023-05-01,"version 0.1"
"7330001","Rio Perquilauquen En San Manuel","2023-08-01",-1,-1,-1,-1,56.29,-1,2023-05-01,"version 0.1"
"7330001","Rio Perquilauquen En San Manuel","2023-09-01",43.42,14.54,72.63,-1,47.2,-1,2023-05-01,"version 0.1"
"7330001","Rio Perquilauquen En San Manuel","2023-10-01",31.79,10.65,53.17,-1,35.47,-1,2023-05-01,"version 0.1"
"7330001","Rio Perquilauquen En San Manuel","2023-11-01",18.44,6.18,30.84,-1,20.72,-1,2023-05-01,"version 0.1"
"7330001","Rio Perquilauquen En San Manuel","2023-12-01",8.62,2.89,14.42,-1,10.23,-1,2023-05-01,"version 0.1"
"7330001","Rio Perquilauquen En San Manuel","2024-01-01",3.9,1.31,6.53,-1,4.54,-1,2023-05-01,"version 0.1"
"7330001","Rio Perquilauquen En San Manuel","2024-02-01",3.34,1.12,5.58,-1,2.79,-1,2023-05-01,"version 0.1"
"7330001","Rio Perquilauquen En San Manuel","2024-03-01",9.19,3.08,15.37,-1,3.31,-1,2023-05-01,"version 0.1"
"7350003","Rio Longavi En El Castillo","2023-04-01",-1,-1,-1,-1,11.42,-1,2023-05-01,"version 0.1"
"7350003","Rio Longavi En El Castillo","2023-05-01",-1,-1,-1,-1,44.46,-1,2023-05-01,"version 0.1"
"7350003","Rio Longavi En El Castillo","2023-06-01",-1,-1,-1,-1,69.7,-1,2023-05-01,"version 0.1"
"7350003","Rio Longavi En El Castillo","2023-07-01",-1,-1,-1,-1,58.52,-1,2023-05-01,"version 0.1"
"7350003","Rio Longavi En El Castillo","2023-08-01",-1,-1,-1,-1,53.81,-1,2023-05-01,"version 0.1"
"7350003","Rio Longavi En El Castillo","2023-09-01",44.83,16.38,69.08,-1,45.91,-1,2023-05-01,"version 0.1"
"7350003","Rio Longavi En El Castillo","2023-10-01",40,14.61,61.63,-1,41.37,-1,2023-05-01,"version 0.1"
"7350003","Rio Longavi En El Castillo","2023-11-01",33.57,12.26,51.73,-1,30.74,-1,2023-05-01,"version 0.1"
"7350003","Rio Longavi En El Castillo","2023-12-01",18.87,6.89,29.08,-1,20.14,-1,2023-05-01,"version 0.1"
"7350003","Rio Longavi En El Castillo","2024-01-01",10.8,3.95,16.64,-1,11.72,-1,2023-05-01,"version 0.1"
"7350003","Rio Longavi En El Castillo","2024-02-01",8.51,3.11,13.11,-1,7.8,-1,2023-05-01,"version 0.1"
"7350003","Rio Longavi En El Castillo","2024-03-01",10.54,3.85,16.23,-1,6.83,-1,2023-05-01,"version 0.1"
"7354002","Rio Achibueno En La Recova","2023-04-01",-1,-1,-1,-1,12.59,-1,2023-05-01,"version 0.1"
"7354002","Rio Achibueno En La Recova","2023-05-01",-1,-1,-1,-1,42.06,-1,2023-05-01,"version 0.1"
"7354002","Rio Achibueno En La Recova","2023-06-01",-1,-1,-1,-1,72.12,-1,2023-05-01,"version 0.1"
"7354002","Rio Achibueno En La Recova","2023-07-01",-1,-1,-1,-1,75.28,-1,2023-05-01,"version 0.1"
"7354002","Rio Achibueno En La Recova","2023-08-01",-1,-1,-1,-1,68.18,-1,2023-05-01,"version 0.1"
"7354002","Rio Achibueno En La Recova","2023-09-01",60.53,18.39,96.44,-1,56.65,-1,2023-05-01,"version 0.1"
"7354002","Rio Achibueno En La Recova","2023-10-01",47.17,14.33,75.15,-1,48.73,-1,2023-05-01,"version 0.1"
"7354002","Rio Achibueno En La Recova","2023-11-01",44.6,13.55,71.06,-1,43.76,-1,2023-05-01,"version 0.1"
"7354002","Rio Achibueno En La Recova","2023-12-01",31.36,9.53,49.96,-1,31.1,-1,2023-05-01,"version 0.1"
"7354002","Rio Achibueno En La Recova","2024-01-01",16.01,4.86,25.5,-1,16.11,-1,2023-05-01,"version 0.1"
"7354002","Rio Achibueno En La Recova","2024-02-01",9.93,3.02,15.83,-1,9.41,-1,2023-05-01,"version 0.1"
"7354002","Rio Achibueno En La Recova","2024-03-01",5.87,1.78,9.35,-1,6.57,-1,2023-05-01,"version 0.1"
"7358001","Rio Putagan En Yerbas Buenas","2023-04-01",-1,-1,-1,-1,14.42,-1,2023-05-01,"version 0.1"
"7358001","Rio Putagan En Yerbas Buenas","2023-05-01",-1,-1,-1,-1,22.27,-1,2023-05-01,"version 0.1"
"7358001","Rio Putagan En Yerbas Buenas","2023-06-01",-1,-1,-1,-1,34.75,-1,2023-05-01,"version 0.1"
"7358001","Rio Putagan En Yerbas Buenas","2023-07-01",-1,-1,-1,-1,36.73,-1,2023-05-01,"version 0.1"
"7358001","Rio Putagan En Yerbas Buenas","2023-08-01",-1,-1,-1,-1,27.76,-1,2023-05-01,"version 0.1"
"7358001","Rio Putagan En Yerbas Buenas","2023-09-01",21.31,10.85,31.9,-1,20.19,-1,2023-05-01,"version 0.1"
"7358001","Rio Putagan En Yerbas Buenas","2023-10-01",19.16,9.75,28.67,-1,18.4,-1,2023-05-01,"version 0.1"
"7358001","Rio Putagan En Yerbas Buenas","2023-11-01",16.76,8.53,25.08,-1,17.73,-1,2023-05-01,"version 0.1"
"7358001","Rio Putagan En Yerbas Buenas","2023-12-01",15.6,7.94,23.35,-1,17.63,-1,2023-05-01,"version 0.1"
"7358001","Rio Putagan En Yerbas Buenas","2024-01-01",16.88,8.59,25.27,-1,19.89,-1,2023-05-01,"version 0.1"
"7358001","Rio Putagan En Yerbas Buenas","2024-02-01",22.11,11.25,33.08,-1,20.65,-1,2023-05-01,"version 0.1"
"7358001","Rio Putagan En Yerbas Buenas","2024-03-01",17.49,8.9,26.17,-1,17.85,-1,2023-05-01,"version 0.1"
"7381001","Estero Los Puercos En Puente Los Puercos","2023-04-01",-1,-1,-1,-1,3.08,-1,2023-05-01,"version 0.1"
"7381001","Estero Los Puercos En Puente Los Puercos","2023-05-01",-1,-1,-1,-1,4.46,-1,2023-05-01,"version 0.1"
"7381001","Estero Los Puercos En Puente Los Puercos","2023-06-01",-1,-1,-1,-1,7.59,-1,2023-05-01,"version 0.1"
"7381001","Estero Los Puercos En Puente Los Puercos","2023-07-01",-1,-1,-1,-1,8.39,-1,2023-05-01,"version 0.1"
"7381001","Estero Los Puercos En Puente Los Puercos","2023-08-01",-1,-1,-1,-1,6.98,-1,2023-05-01,"version 0.1"
"7381001","Estero Los Puercos En Puente Los Puercos","2023-09-01",2.33,0.49,4.19,-1,3.97,-1,2023-05-01,"version 0.1"
"7381001","Estero Los Puercos En Puente Los Puercos","2023-10-01",3.57,0.75,6.43,-1,2.97,-1,2023-05-01,"version 0.1"
"7381001","Estero Los Puercos En Puente Los Puercos","2023-11-01",3.24,0.68,5.84,-1,2.75,-1,2023-05-01,"version 0.1"
"7381001","Estero Los Puercos En Puente Los Puercos","2023-12-01",3.16,0.66,5.69,-1,2.46,-1,2023-05-01,"version 0.1"
"7381001","Estero Los Puercos En Puente Los Puercos","2024-01-01",2.34,0.49,4.22,-1,2.23,-1,2023-05-01,"version 0.1"
"7381001","Estero Los Puercos En Puente Los Puercos","2024-02-01",2.55,0.54,4.6,-1,2.38,-1,2023-05-01,"version 0.1"
"7381001","Estero Los Puercos En Puente Los Puercos","2024-03-01",3.01,0.63,5.41,-1,3.36,-1,2023-05-01,"version 0.1"
"8104001","Rio Sauces Antes Junta Con „uble","2023-04-01",-1,-1,-1,-1,8.61,-1,2023-05-01,"version 0.1"
"8104001","Rio Sauces Antes Junta Con „uble","2023-05-01",-1,-1,-1,-1,27.76,-1,2023-05-01,"version 0.1"
"8104001","Rio Sauces Antes Junta Con „uble","2023-06-01",-1,-1,-1,-1,44.52,-1,2023-05-01,"version 0.1"
"8104001","Rio Sauces Antes Junta Con „uble","2023-07-01",-1,-1,-1,-1,44.08,-1,2023-05-01,"version 0.1"
"8104001","Rio Sauces Antes Junta Con „uble","2023-08-01",-1,-1,-1,-1,42.11,-1,2023-05-01,"version 0.1"
"8104001","Rio Sauces Antes Junta Con „uble","2023-09-01",43.64,18.18,69.38,-1,46.04,-1,2023-05-01,"version 0.1"
"8104001","Rio Sauces Antes Junta Con „uble","2023-10-01",58.37,24.32,92.79,-1,53.57,-1,2023-05-01,"version 0.1"
"8104001","Rio Sauces Antes Junta Con „uble","2023-11-01",46.08,19.2,73.26,-1,45.52,-1,2023-05-01,"version 0.1"
"8104001","Rio Sauces Antes Junta Con „uble","2023-12-01",22.61,9.42,35.95,-1,27.76,-1,2023-05-01,"version 0.1"
"8104001","Rio Sauces Antes Junta Con „uble","2024-01-01",11.75,4.9,18.68,-1,13.08,-1,2023-05-01,"version 0.1"
"8104001","Rio Sauces Antes Junta Con „uble","2024-02-01",8.56,3.57,13.61,-1,7.31,-1,2023-05-01,"version 0.1"
"8104001","Rio Sauces Antes Junta Con „uble","2024-03-01",8.6,3.59,13.68,-1,6.75,-1,2023-05-01,"version 0.1"
