"cuenca","cuenca_name","fecha","q_pron","q_pron_min","q_pron_max","q_last_year","q_normal","q_obs","fecha_emision","comentarios"
"3430003","Rio Copiapo En Pastillo","2023-12-01",4.4,1.25,7.59,-1,2.68,-1,2023-05-01,"version 0.1"
"3430003","Rio Copiapo En Pastillo","2024-01-01",3.84,1.09,6.63,-1,2.93,-1,2023-05-01,"version 0.1"
"3430003","Rio Copiapo En Pastillo","2024-02-01",2.76,0.78,4.76,-1,2.49,-1,2023-05-01,"version 0.1"
"3430003","Rio Copiapo En Pastillo","2024-03-01",2.01,0.57,3.46,-1,2.35,-1,2023-05-01,"version 0.1"
"3820001","Rio Huasco En Algodones","2023-04-01",-1,-1,-1,-1,6.49,-1,2023-05-01,"version 0.1"
"3820001","Rio Huasco En Algodones","2023-05-01",-1,-1,-1,-1,6.59,-1,2023-05-01,"version 0.1"
"3820001","Rio Huasco En Algodones","2023-06-01",-1,-1,-1,-1,6.48,-1,2023-05-01,"version 0.1"
"3820001","Rio Huasco En Algodones","2023-07-01",-1,-1,-1,-1,6.23,-1,2023-05-01,"version 0.1"
"3820001","Rio Huasco En Algodones","2023-08-01",-1,-1,-1,-1,5.77,-1,2023-05-01,"version 0.1"
"3820001","Rio Huasco En Algodones","2023-09-01",5.79,-3.31,14.98,-1,4.82,-1,2023-05-01,"version 0.1"
"3820001","Rio Huasco En Algodones","2023-10-01",5.93,-3.39,15.34,-1,5.34,-1,2023-05-01,"version 0.1"
"3820001","Rio Huasco En Algodones","2023-11-01",9.26,-5.29,23.97,-1,9.09,-1,2023-05-01,"version 0.1"
"3820001","Rio Huasco En Algodones","2023-12-01",11.97,-6.83,30.98,-1,9.3,-1,2023-05-01,"version 0.1"
"3820001","Rio Huasco En Algodones","2024-01-01",10.76,-6.15,27.85,-1,8.27,-1,2023-05-01,"version 0.1"
"3820001","Rio Huasco En Algodones","2024-02-01",8.31,-4.75,21.51,-1,7.28,-1,2023-05-01,"version 0.1"
"3820001","Rio Huasco En Algodones","2024-03-01",6.64,-3.79,17.2,-1,5.91,-1,2023-05-01,"version 0.1"
"4302001","Rio Toro Antes Junta Rio La Laguna","2023-04-01",-1,-1,-1,-1,0.56,-1,2023-05-01,"version 0.1"
"4302001","Rio Toro Antes Junta Rio La Laguna","2023-05-01",-1,-1,-1,-1,0.6,-1,2023-05-01,"version 0.1"
"4302001","Rio Toro Antes Junta Rio La Laguna","2023-06-01",-1,-1,-1,-1,0.58,-1,2023-05-01,"version 0.1"
"4302001","Rio Toro Antes Junta Rio La Laguna","2023-07-01",-1,-1,-1,-1,0.58,-1,2023-05-01,"version 0.1"
"4302001","Rio Toro Antes Junta Rio La Laguna","2023-08-01",-1,-1,-1,-1,0.54,-1,2023-05-01,"version 0.1"
"4302001","Rio Toro Antes Junta Rio La Laguna","2023-09-01",0.54,0.03,1.04,-1,0.56,-1,2023-05-01,"version 0.1"
"4302001","Rio Toro Antes Junta Rio La Laguna","2023-10-01",0.61,0.04,1.19,-1,0.68,-1,2023-05-01,"version 0.1"
"4302001","Rio Toro Antes Junta Rio La Laguna","2023-11-01",0.67,0.04,1.3,-1,0.81,-1,2023-05-01,"version 0.1"
"4302001","Rio Toro Antes Junta Rio La Laguna","2023-12-01",0.63,0.04,1.22,-1,0.98,-1,2023-05-01,"version 0.1"
"4302001","Rio Toro Antes Junta Rio La Laguna","2024-01-01",0.61,0.04,1.19,-1,0.74,-1,2023-05-01,"version 0.1"
"4302001","Rio Toro Antes Junta Rio La Laguna","2024-02-01",0.61,0.04,1.18,-1,0.57,-1,2023-05-01,"version 0.1"
"4302001","Rio Toro Antes Junta Rio La Laguna","2024-03-01",0.63,0.04,1.22,-1,0.59,-1,2023-05-01,"version 0.1"
"4311001","Estero Derecho En Alcohuaz","2023-04-01",-1,-1,-1,-1,0.79,-1,2023-05-01,"version 0.1"
"4311001","Estero Derecho En Alcohuaz","2023-05-01",-1,-1,-1,-1,0.85,-1,2023-05-01,"version 0.1"
"4311001","Estero Derecho En Alcohuaz","2023-06-01",-1,-1,-1,-1,0.92,-1,2023-05-01,"version 0.1"
"4311001","Estero Derecho En Alcohuaz","2023-07-01",-1,-1,-1,-1,0.97,-1,2023-05-01,"version 0.1"
"4311001","Estero Derecho En Alcohuaz","2023-08-01",-1,-1,-1,-1,1.03,-1,2023-05-01,"version 0.1"
"4311001","Estero Derecho En Alcohuaz","2023-09-01",1.25,-0.61,3.13,-1,1.08,-1,2023-05-01,"version 0.1"
"4311001","Estero Derecho En Alcohuaz","2023-10-01",1.42,-0.69,3.54,-1,1.23,-1,2023-05-01,"version 0.1"
"4311001","Estero Derecho En Alcohuaz","2023-11-01",2.4,-1.16,6,-1,1.85,-1,2023-05-01,"version 0.1"
"4311001","Estero Derecho En Alcohuaz","2023-12-01",3.36,-1.63,8.4,-1,2.55,-1,2023-05-01,"version 0.1"
"4311001","Estero Derecho En Alcohuaz","2024-01-01",2.37,-1.15,5.92,-1,1.66,-1,2023-05-01,"version 0.1"
"4311001","Estero Derecho En Alcohuaz","2024-02-01",1.53,-0.74,3.82,-1,0.95,-1,2023-05-01,"version 0.1"
"4311001","Estero Derecho En Alcohuaz","2024-03-01",1.2,-0.58,3,-1,0.82,-1,2023-05-01,"version 0.1"
"4313001","Rio Cochiguaz En El Pe–on","2023-04-01",-1,-1,-1,-1,1.93,-1,2023-05-01,"version 0.1"
"4313001","Rio Cochiguaz En El Pe–on","2023-05-01",-1,-1,-1,-1,1.94,-1,2023-05-01,"version 0.1"
"4313001","Rio Cochiguaz En El Pe–on","2023-06-01",-1,-1,-1,-1,1.86,-1,2023-05-01,"version 0.1"
"4313001","Rio Cochiguaz En El Pe–on","2023-07-01",-1,-1,-1,-1,1.97,-1,2023-05-01,"version 0.1"
"4313001","Rio Cochiguaz En El Pe–on","2023-08-01",-1,-1,-1,-1,1.98,-1,2023-05-01,"version 0.1"
"4313001","Rio Cochiguaz En El Pe–on","2023-09-01",2.72,-0.44,5.92,-1,2.19,-1,2023-05-01,"version 0.1"
"4313001","Rio Cochiguaz En El Pe–on","2023-10-01",3.46,-0.56,7.51,-1,2.91,-1,2023-05-01,"version 0.1"
"4313001","Rio Cochiguaz En El Pe–on","2023-11-01",5.65,-0.91,12.28,-1,4.11,-1,2023-05-01,"version 0.1"
"4313001","Rio Cochiguaz En El Pe–on","2023-12-01",7.9,-1.27,17.17,-1,5.47,-1,2023-05-01,"version 0.1"
"4313001","Rio Cochiguaz En El Pe–on","2024-01-01",5.69,-0.92,12.38,-1,4.04,-1,2023-05-01,"version 0.1"
"4313001","Rio Cochiguaz En El Pe–on","2024-02-01",4.01,-0.65,8.73,-1,2.54,-1,2023-05-01,"version 0.1"
"4313001","Rio Cochiguaz En El Pe–on","2024-03-01",3.27,-0.53,7.11,-1,2.32,-1,2023-05-01,"version 0.1"
"4320001","Rio Elqui En Algarrobal","2023-04-01",-1,-1,-1,-1,8.08,-1,2023-05-01,"version 0.1"
"4320001","Rio Elqui En Algarrobal","2023-05-01",-1,-1,-1,-1,7.93,-1,2023-05-01,"version 0.1"
"4320001","Rio Elqui En Algarrobal","2023-06-01",-1,-1,-1,-1,7.59,-1,2023-05-01,"version 0.1"
"4320001","Rio Elqui En Algarrobal","2023-07-01",-1,-1,-1,-1,7.93,-1,2023-05-01,"version 0.1"
"4320001","Rio Elqui En Algarrobal","2023-08-01",-1,-1,-1,-1,8.04,-1,2023-05-01,"version 0.1"
"4320001","Rio Elqui En Algarrobal","2023-09-01",7.04,-11.23,25.51,-1,8.22,-1,2023-05-01,"version 0.1"
"4320001","Rio Elqui En Algarrobal","2023-10-01",7.51,-11.97,27.2,-1,10.33,-1,2023-05-01,"version 0.1"
"4320001","Rio Elqui En Algarrobal","2023-11-01",8,-12.76,29,-1,14.32,-1,2023-05-01,"version 0.1"
"4320001","Rio Elqui En Algarrobal","2023-12-01",8.33,-13.29,30.2,-1,16.85,-1,2023-05-01,"version 0.1"
"4320001","Rio Elqui En Algarrobal","2024-01-01",8.18,-13.04,29.63,-1,15.37,-1,2023-05-01,"version 0.1"
"4320001","Rio Elqui En Algarrobal","2024-02-01",7.81,-12.45,28.29,-1,10.9,-1,2023-05-01,"version 0.1"
"4320001","Rio Elqui En Algarrobal","2024-03-01",7.26,-11.58,26.31,-1,9.28,-1,2023-05-01,"version 0.1"
"4501001","Rio Hurtado En San Agustin","2023-04-01",-1,-1,-1,-1,1.96,-1,2023-05-01,"version 0.1"
"4501001","Rio Hurtado En San Agustin","2023-05-01",-1,-1,-1,-1,1.86,-1,2023-05-01,"version 0.1"
"4501001","Rio Hurtado En San Agustin","2023-06-01",-1,-1,-1,-1,1.89,-1,2023-05-01,"version 0.1"
"4501001","Rio Hurtado En San Agustin","2023-07-01",-1,-1,-1,-1,1.91,-1,2023-05-01,"version 0.1"
"4501001","Rio Hurtado En San Agustin","2023-08-01",-1,-1,-1,-1,1.98,-1,2023-05-01,"version 0.1"
"4501001","Rio Hurtado En San Agustin","2023-09-01",2.74,-0.34,5.87,-1,2.21,-1,2023-05-01,"version 0.1"
"4501001","Rio Hurtado En San Agustin","2023-10-01",3.86,-0.48,8.25,-1,2.92,-1,2023-05-01,"version 0.1"
"4501001","Rio Hurtado En San Agustin","2023-11-01",5.94,-0.74,12.69,-1,3.94,-1,2023-05-01,"version 0.1"
"4501001","Rio Hurtado En San Agustin","2023-12-01",7.53,-0.94,16.09,-1,4.74,-1,2023-05-01,"version 0.1"
"4501001","Rio Hurtado En San Agustin","2024-01-01",5.69,-0.71,12.17,-1,3.98,-1,2023-05-01,"version 0.1"
"4501001","Rio Hurtado En San Agustin","2024-02-01",3.7,-0.46,7.91,-1,2.52,-1,2023-05-01,"version 0.1"
"4501001","Rio Hurtado En San Agustin","2024-03-01",2.56,-0.32,5.46,-1,2.05,-1,2023-05-01,"version 0.1"
"4503001","Rio Hurtado En Angostura De Pangue","2023-04-01",-1,-1,-1,-1,1.71,-1,2023-05-01,"version 0.1"
"4503001","Rio Hurtado En Angostura De Pangue","2023-05-01",-1,-1,-1,-1,2.49,-1,2023-05-01,"version 0.1"
"4503001","Rio Hurtado En Angostura De Pangue","2023-06-01",-1,-1,-1,-1,2.76,-1,2023-05-01,"version 0.1"
"4503001","Rio Hurtado En Angostura De Pangue","2023-07-01",-1,-1,-1,-1,6.82,-1,2023-05-01,"version 0.1"
"4503001","Rio Hurtado En Angostura De Pangue","2023-08-01",-1,-1,-1,-1,3.08,-1,2023-05-01,"version 0.1"
"4503001","Rio Hurtado En Angostura De Pangue","2023-09-01",6.12,-2.76,15.09,-1,2.64,-1,2023-05-01,"version 0.1"
"4503001","Rio Hurtado En Angostura De Pangue","2023-10-01",5.66,-2.55,13.96,-1,3,-1,2023-05-01,"version 0.1"
"4503001","Rio Hurtado En Angostura De Pangue","2023-11-01",7.01,-3.16,17.3,-1,4.65,-1,2023-05-01,"version 0.1"
"4503001","Rio Hurtado En Angostura De Pangue","2023-12-01",7.72,-3.48,19.05,-1,5.34,-1,2023-05-01,"version 0.1"
"4503001","Rio Hurtado En Angostura De Pangue","2024-01-01",3.71,-1.67,9.16,-1,2.88,-1,2023-05-01,"version 0.1"
"4503001","Rio Hurtado En Angostura De Pangue","2024-02-01",2.7,-1.21,6.65,-1,1.63,-1,2023-05-01,"version 0.1"
"4503001","Rio Hurtado En Angostura De Pangue","2024-03-01",2.61,-1.17,6.43,-1,1.57,-1,2023-05-01,"version 0.1"
"4511002","Rio Grande En Las Ramadas","2023-04-01",-1,-1,-1,-1,1.83,-1,2023-05-01,"version 0.1"
"4511002","Rio Grande En Las Ramadas","2023-05-01",-1,-1,-1,-1,1.99,-1,2023-05-01,"version 0.1"
"4511002","Rio Grande En Las Ramadas","2023-06-01",-1,-1,-1,-1,2.27,-1,2023-05-01,"version 0.1"
"4511002","Rio Grande En Las Ramadas","2023-07-01",-1,-1,-1,-1,2.78,-1,2023-05-01,"version 0.1"
"4511002","Rio Grande En Las Ramadas","2023-08-01",-1,-1,-1,-1,3.01,-1,2023-05-01,"version 0.1"
"4511002","Rio Grande En Las Ramadas","2023-09-01",5.62,-1.13,12.44,-1,3.96,-1,2023-05-01,"version 0.1"
"4511002","Rio Grande En Las Ramadas","2023-10-01",8.03,-1.62,17.78,-1,7.04,-1,2023-05-01,"version 0.1"
"4511002","Rio Grande En Las Ramadas","2023-11-01",11.81,-2.38,26.16,-1,9.12,-1,2023-05-01,"version 0.1"
"4511002","Rio Grande En Las Ramadas","2023-12-01",10.82,-2.18,23.97,-1,7.47,-1,2023-05-01,"version 0.1"
"4511002","Rio Grande En Las Ramadas","2024-01-01",5.56,-1.12,12.3,-1,3.71,-1,2023-05-01,"version 0.1"
"4511002","Rio Grande En Las Ramadas","2024-02-01",3.27,-0.66,7.24,-1,2.21,-1,2023-05-01,"version 0.1"
"4511002","Rio Grande En Las Ramadas","2024-03-01",2.61,-0.53,5.78,-1,2,-1,2023-05-01,"version 0.1"
"4513001","Rio Grande En Cuyano","2023-04-01",-1,-1,-1,-1,3.24,-1,2023-05-01,"version 0.1"
"4513001","Rio Grande En Cuyano","2023-05-01",-1,-1,-1,-1,4.08,-1,2023-05-01,"version 0.1"
"4513001","Rio Grande En Cuyano","2023-06-01",-1,-1,-1,-1,5,-1,2023-05-01,"version 0.1"
"4513001","Rio Grande En Cuyano","2023-07-01",-1,-1,-1,-1,6.09,-1,2023-05-01,"version 0.1"
"4513001","Rio Grande En Cuyano","2023-08-01",-1,-1,-1,-1,7.35,-1,2023-05-01,"version 0.1"
"4513001","Rio Grande En Cuyano","2023-09-01",13.11,-1.47,27.86,-1,8.35,-1,2023-05-01,"version 0.1"
"4513001","Rio Grande En Cuyano","2023-10-01",15.87,-1.78,33.72,-1,12.39,-1,2023-05-01,"version 0.1"
"4513001","Rio Grande En Cuyano","2023-11-01",24.5,-2.74,52.04,-1,16.07,-1,2023-05-01,"version 0.1"
"4513001","Rio Grande En Cuyano","2023-12-01",20.03,-2.24,42.56,-1,12.38,-1,2023-05-01,"version 0.1"
"4513001","Rio Grande En Cuyano","2024-01-01",10.98,-1.23,23.33,-1,6.23,-1,2023-05-01,"version 0.1"
"4513001","Rio Grande En Cuyano","2024-02-01",6.94,-0.78,14.75,-1,3.66,-1,2023-05-01,"version 0.1"
"4513001","Rio Grande En Cuyano","2024-03-01",5.72,-0.64,12.15,-1,3.16,-1,2023-05-01,"version 0.1"
"4515002","Rio Mostazal En Caren","2023-04-01",-1,-1,-1,-1,0.5,-1,2023-05-01,"version 0.1"
"4515002","Rio Mostazal En Caren","2023-05-01",-1,-1,-1,-1,0.8,-1,2023-05-01,"version 0.1"
"4515002","Rio Mostazal En Caren","2023-06-01",-1,-1,-1,-1,1.32,-1,2023-05-01,"version 0.1"
"4515002","Rio Mostazal En Caren","2023-07-01",-1,-1,-1,-1,1.9,-1,2023-05-01,"version 0.1"
"4515002","Rio Mostazal En Caren","2023-08-01",-1,-1,-1,-1,2.12,-1,2023-05-01,"version 0.1"
"4515002","Rio Mostazal En Caren","2023-09-01",2.24,-0.49,5.01,-1,1.27,-1,2023-05-01,"version 0.1"
"4515002","Rio Mostazal En Caren","2023-10-01",3.52,-0.78,7.85,-1,1.88,-1,2023-05-01,"version 0.1"
"4515002","Rio Mostazal En Caren","2023-11-01",3.51,-0.77,7.84,-1,2.4,-1,2023-05-01,"version 0.1"
"4515002","Rio Mostazal En Caren","2023-12-01",3.26,-0.72,7.29,-1,2.03,-1,2023-05-01,"version 0.1"
"4515002","Rio Mostazal En Caren","2024-01-01",1.68,-0.37,3.75,-1,1.02,-1,2023-05-01,"version 0.1"
"4515002","Rio Mostazal En Caren","2024-02-01",2.44,-0.54,5.44,-1,0.6,-1,2023-05-01,"version 0.1"
"4515002","Rio Mostazal En Caren","2024-03-01",0.82,-0.18,1.84,-1,0.4,-1,2023-05-01,"version 0.1"
"4522002","Rio Rapel En Junta","2023-04-01",-1,-1,-1,-1,1.07,-1,2023-05-01,"version 0.1"
"4522002","Rio Rapel En Junta","2023-05-01",-1,-1,-1,-1,1.35,-1,2023-05-01,"version 0.1"
"4522002","Rio Rapel En Junta","2023-06-01",-1,-1,-1,-1,1.87,-1,2023-05-01,"version 0.1"
"4522002","Rio Rapel En Junta","2023-07-01",-1,-1,-1,-1,2.15,-1,2023-05-01,"version 0.1"
"4522002","Rio Rapel En Junta","2023-08-01",-1,-1,-1,-1,1.7,-1,2023-05-01,"version 0.1"
"4522002","Rio Rapel En Junta","2023-09-01",4.55,-3.83,13.01,-1,1.44,-1,2023-05-01,"version 0.1"
"4522002","Rio Rapel En Junta","2023-10-01",2.93,-2.46,8.38,-1,1.6,-1,2023-05-01,"version 0.1"
"4522002","Rio Rapel En Junta","2023-11-01",3.5,-2.95,10.02,-1,2.78,-1,2023-05-01,"version 0.1"
"4522002","Rio Rapel En Junta","2023-12-01",2.92,-2.45,8.34,-1,2.64,-1,2023-05-01,"version 0.1"
"4522002","Rio Rapel En Junta","2024-01-01",0.9,-0.76,2.58,-1,1.08,-1,2023-05-01,"version 0.1"
"4522002","Rio Rapel En Junta","2024-02-01",0.59,-0.5,1.7,-1,0.67,-1,2023-05-01,"version 0.1"
"4522002","Rio Rapel En Junta","2024-03-01",0.69,-0.58,1.96,-1,0.78,-1,2023-05-01,"version 0.1"
"4531002","Rio Cogoti Entrada Embalse Cogoti","2023-04-01",-1,-1,-1,-1,0.39,-1,2023-05-01,"version 0.1"
"4531002","Rio Cogoti Entrada Embalse Cogoti","2023-05-01",-1,-1,-1,-1,1.07,-1,2023-05-01,"version 0.1"
"4531002","Rio Cogoti Entrada Embalse Cogoti","2023-06-01",-1,-1,-1,-1,1.89,-1,2023-05-01,"version 0.1"
"4531002","Rio Cogoti Entrada Embalse Cogoti","2023-07-01",-1,-1,-1,-1,2.77,-1,2023-05-01,"version 0.1"
"4531002","Rio Cogoti Entrada Embalse Cogoti","2023-08-01",-1,-1,-1,-1,3.18,-1,2023-05-01,"version 0.1"
"4531002","Rio Cogoti Entrada Embalse Cogoti","2023-09-01",3.31,-3.73,10.44,-1,3,-1,2023-05-01,"version 0.1"
"4531002","Rio Cogoti Entrada Embalse Cogoti","2023-10-01",4.42,-4.98,13.94,-1,3.84,-1,2023-05-01,"version 0.1"
"4531002","Rio Cogoti Entrada Embalse Cogoti","2023-11-01",6.18,-6.97,19.48,-1,5.15,-1,2023-05-01,"version 0.1"
"4531002","Rio Cogoti Entrada Embalse Cogoti","2023-12-01",3.33,-3.76,10.5,-1,3.03,-1,2023-05-01,"version 0.1"
"4531002","Rio Cogoti Entrada Embalse Cogoti","2024-01-01",1.14,-1.29,3.6,-1,1.22,-1,2023-05-01,"version 0.1"
"4531002","Rio Cogoti Entrada Embalse Cogoti","2024-02-01",0.19,-0.21,0.59,-1,0.2,-1,2023-05-01,"version 0.1"
"4531002","Rio Cogoti Entrada Embalse Cogoti","2024-03-01",0.2,-0.22,0.62,-1,0.23,-1,2023-05-01,"version 0.1"
"4703002","Rio Choapa En Cuncumen","2023-04-01",-1,-1,-1,-1,3.87,-1,2023-05-01,"version 0.1"
"4703002","Rio Choapa En Cuncumen","2023-05-01",-1,-1,-1,-1,3.92,-1,2023-05-01,"version 0.1"
"4703002","Rio Choapa En Cuncumen","2023-06-01",-1,-1,-1,-1,4.22,-1,2023-05-01,"version 0.1"
"4703002","Rio Choapa En Cuncumen","2023-07-01",-1,-1,-1,-1,4.68,-1,2023-05-01,"version 0.1"
"4703002","Rio Choapa En Cuncumen","2023-08-01",-1,-1,-1,-1,5.68,-1,2023-05-01,"version 0.1"
"4703002","Rio Choapa En Cuncumen","2023-09-01",10.05,-1.17,21.39,-1,7.33,-1,2023-05-01,"version 0.1"
"4703002","Rio Choapa En Cuncumen","2023-10-01",14.52,-1.69,30.91,-1,14.63,-1,2023-05-01,"version 0.1"
"4703002","Rio Choapa En Cuncumen","2023-11-01",25.2,-2.94,53.66,-1,22.57,-1,2023-05-01,"version 0.1"
"4703002","Rio Choapa En Cuncumen","2023-12-01",23.63,-2.76,50.31,-1,19.45,-1,2023-05-01,"version 0.1"
"4703002","Rio Choapa En Cuncumen","2024-01-01",14.73,-1.72,31.37,-1,11.28,-1,2023-05-01,"version 0.1"
"4703002","Rio Choapa En Cuncumen","2024-02-01",8.63,-1.01,18.38,-1,5.75,-1,2023-05-01,"version 0.1"
"4703002","Rio Choapa En Cuncumen","2024-03-01",5.71,-0.67,12.16,-1,4.52,-1,2023-05-01,"version 0.1"
"5100001","Rio Sobrante En Piadero","2023-04-01",-1,-1,-1,-1,0.36,-1,2023-05-01,"version 0.1"
"5100001","Rio Sobrante En Piadero","2023-05-01",-1,-1,-1,-1,0.46,-1,2023-05-01,"version 0.1"
"5100001","Rio Sobrante En Piadero","2023-06-01",-1,-1,-1,-1,0.65,-1,2023-05-01,"version 0.1"
"5100001","Rio Sobrante En Piadero","2023-07-01",-1,-1,-1,-1,0.92,-1,2023-05-01,"version 0.1"
"5100001","Rio Sobrante En Piadero","2023-08-01",-1,-1,-1,-1,1.24,-1,2023-05-01,"version 0.1"
"5100001","Rio Sobrante En Piadero","2023-09-01",2,-0.2,4.22,-1,1.43,-1,2023-05-01,"version 0.1"
"5100001","Rio Sobrante En Piadero","2023-10-01",2.4,-0.24,5.07,-1,1.89,-1,2023-05-01,"version 0.1"
"5100001","Rio Sobrante En Piadero","2023-11-01",3.23,-0.32,6.81,-1,2.07,-1,2023-05-01,"version 0.1"
"5100001","Rio Sobrante En Piadero","2023-12-01",1.88,-0.18,3.98,-1,1.3,-1,2023-05-01,"version 0.1"
"5100001","Rio Sobrante En Piadero","2024-01-01",1.24,-0.12,2.62,-1,0.67,-1,2023-05-01,"version 0.1"
"5100001","Rio Sobrante En Piadero","2024-02-01",1.9,-0.19,4,-1,0.49,-1,2023-05-01,"version 0.1"
"5100001","Rio Sobrante En Piadero","2024-03-01",0.7,-0.07,1.48,-1,0.41,-1,2023-05-01,"version 0.1"
"5101001","Rio Pedernal En Tejada","2023-04-01",-1,-1,-1,-1,0.04,-1,2023-05-01,"version 0.1"
"5101001","Rio Pedernal En Tejada","2023-05-01",-1,-1,-1,-1,0.09,-1,2023-05-01,"version 0.1"
"5101001","Rio Pedernal En Tejada","2023-06-01",-1,-1,-1,-1,0.2,-1,2023-05-01,"version 0.1"
"5101001","Rio Pedernal En Tejada","2023-07-01",-1,-1,-1,-1,0.34,-1,2023-05-01,"version 0.1"
"5101001","Rio Pedernal En Tejada","2023-08-01",-1,-1,-1,-1,0.43,-1,2023-05-01,"version 0.1"
"5101001","Rio Pedernal En Tejada","2023-09-01",0.56,-0.68,1.82,-1,0.47,-1,2023-05-01,"version 0.1"
"5101001","Rio Pedernal En Tejada","2023-10-01",0.58,-0.71,1.89,-1,0.77,-1,2023-05-01,"version 0.1"
"5101001","Rio Pedernal En Tejada","2023-11-01",0.41,-0.49,1.32,-1,0.57,-1,2023-05-01,"version 0.1"
"5101001","Rio Pedernal En Tejada","2023-12-01",0.13,-0.15,0.41,-1,0.19,-1,2023-05-01,"version 0.1"
"5101001","Rio Pedernal En Tejada","2024-01-01",0.08,-0.09,0.25,-1,0.09,-1,2023-05-01,"version 0.1"
"5101001","Rio Pedernal En Tejada","2024-02-01",0.06,-0.07,0.19,-1,0.03,-1,2023-05-01,"version 0.1"
"5101001","Rio Pedernal En Tejada","2024-03-01",0.04,-0.05,0.13,-1,0.04,-1,2023-05-01,"version 0.1"
"5200001","Rio Alicahue En Colliguay","2023-04-01",-1,-1,-1,-1,0.53,-1,2023-05-01,"version 0.1"
"5200001","Rio Alicahue En Colliguay","2023-05-01",-1,-1,-1,-1,0.56,-1,2023-05-01,"version 0.1"
