"gauge_name","year","month","ym","wy","wym","Q_m3s","cod_cuenca","area_km2"
"Maule en Armerillo",1992,10,1992-10-01,1992,7,357,7321002,5468.959398
"Maule en Armerillo",1992,11,1992-11-01,1992,8,515,7321002,5468.959398
"Maule en Armerillo",1992,12,1992-12-01,1992,9,438,7321002,5468.959398
"Maule en Armerillo",1993,1,1993-01-01,1992,10,244,7321002,5468.959398
"Maule en Armerillo",1993,2,1993-02-01,1992,11,156,7321002,5468.959398
"Maule en Armerillo",1993,3,1993-03-01,1992,12,121,7321002,5468.959398
"Maule en Armerillo",1993,9,1993-09-01,1993,6,255,7321002,5468.959398
"Maule en Armerillo",1993,10,1993-10-01,1993,7,360,7321002,5468.959398
"Maule en Armerillo",1993,11,1993-11-01,1993,8,507,7321002,5468.959398
"Maule en Armerillo",1993,12,1993-12-01,1993,9,426,7321002,5468.959398
"Maule en Armerillo",1994,1,1994-01-01,1993,10,248,7321002,5468.959398
"Maule en Armerillo",1994,2,1994-02-01,1993,11,159,7321002,5468.959398
"Maule en Armerillo",1994,3,1994-03-01,1993,12,116,7321002,5468.959398
"Maule en Armerillo",1994,9,1994-09-01,1994,6,223,7321002,5468.959398
"Maule en Armerillo",1994,10,1994-10-01,1994,7,322,7321002,5468.959398
"Maule en Armerillo",1994,11,1994-11-01,1994,8,430,7321002,5468.959398
"Maule en Armerillo",1994,12,1994-12-01,1994,9,340,7321002,5468.959398
"Maule en Armerillo",1995,1,1995-01-01,1994,10,168,7321002,5468.959398
"Maule en Armerillo",1995,2,1995-02-01,1994,11,130,7321002,5468.959398
"Maule en Armerillo",1995,3,1995-03-01,1994,12,103,7321002,5468.959398
"Maule en Armerillo",1995,9,1995-09-01,1995,6,270,7321002,5468.959398
"Maule en Armerillo",1995,10,1995-10-01,1995,7,380,7321002,5468.959398
"Maule en Armerillo",1995,11,1995-11-01,1995,8,550,7321002,5468.959398
"Maule en Armerillo",1995,12,1995-12-01,1995,9,490,7321002,5468.959398
"Maule en Armerillo",1996,1,1996-01-01,1995,10,290,7321002,5468.959398
"Maule en Armerillo",1996,2,1996-02-01,1995,11,180,7321002,5468.959398
"Maule en Armerillo",1996,3,1996-03-01,1995,12,125,7321002,5468.959398
"Maule en Armerillo",1996,9,1996-09-01,1996,6,155,7321002,5468.959398
"Maule en Armerillo",1996,10,1996-10-01,1996,7,220,7321002,5468.959398
"Maule en Armerillo",1996,11,1996-11-01,1996,8,291,7321002,5468.959398
"Maule en Armerillo",1996,12,1996-12-01,1996,9,200,7321002,5468.959398
"Maule en Armerillo",1997,1,1997-01-01,1996,10,120,7321002,5468.959398
"Maule en Armerillo",1997,2,1997-02-01,1996,11,85,7321002,5468.959398
"Maule en Armerillo",1997,3,1997-03-01,1996,12,70,7321002,5468.959398
"Maule en Armerillo",1997,9,1997-09-01,1997,6,290,7321002,5468.959398
"Maule en Armerillo",1997,10,1997-10-01,1997,7,355,7321002,5468.959398
"Maule en Armerillo",1997,11,1997-11-01,1997,8,510,7321002,5468.959398
"Maule en Armerillo",1997,12,1997-12-01,1997,9,420,7321002,5468.959398
"Maule en Armerillo",1998,1,1998-01-01,1997,10,245,7321002,5468.959398
"Maule en Armerillo",1998,2,1998-02-01,1997,11,155,7321002,5468.959398
"Maule en Armerillo",1998,3,1998-03-01,1997,12,118,7321002,5468.959398
"Maule en Armerillo",1998,9,1998-09-01,1998,6,84,7321002,5468.959398
"Maule en Armerillo",1998,10,1998-10-01,1998,7,110,7321002,5468.959398
"Maule en Armerillo",1998,11,1998-11-01,1998,8,135,7321002,5468.959398
"Maule en Armerillo",1998,12,1998-12-01,1998,9,100,7321002,5468.959398
"Maule en Armerillo",1999,1,1999-01-01,1998,10,70,7321002,5468.959398
"Maule en Armerillo",1999,2,1999-02-01,1998,11,60,7321002,5468.959398
"Maule en Armerillo",1999,3,1999-03-01,1998,12,50,7321002,5468.959398
"Maule en Armerillo",1999,9,1999-09-01,1999,6,210,7321002,5468.959398
"Maule en Armerillo",1999,10,1999-10-01,1999,7,310,7321002,5468.959398
"Maule en Armerillo",1999,11,1999-11-01,1999,8,430,7321002,5468.959398
"Maule en Armerillo",1999,12,1999-12-01,1999,9,330,7321002,5468.959398
"Maule en Armerillo",2000,1,2000-01-01,1999,10,200,7321002,5468.959398
"Maule en Armerillo",2000,2,2000-02-01,1999,11,130,7321002,5468.959398
"Maule en Armerillo",2000,3,2000-03-01,1999,12,100,7321002,5468.959398
"Maule en Armerillo",2000,9,2000-09-01,2000,6,270,7321002,5468.959398
"Maule en Armerillo",2000,10,2000-10-01,2000,7,380,7321002,5468.959398
"Maule en Armerillo",2000,11,2000-11-01,2000,8,520,7321002,5468.959398
"Maule en Armerillo",2000,12,2000-12-01,2000,9,440,7321002,5468.959398
"Maule en Armerillo",2001,1,2001-01-01,2000,10,290,7321002,5468.959398
"Maule en Armerillo",2001,2,2001-02-01,2000,11,175,7321002,5468.959398
"Maule en Armerillo",2001,3,2001-03-01,2000,12,130,7321002,5468.959398
"Maule en Armerillo",2001,9,2001-09-01,2001,6,345,7321002,5468.959398
"Maule en Armerillo",2001,10,2001-10-01,2001,7,470,7321002,5468.959398
"Maule en Armerillo",2001,11,2001-11-01,2001,8,705,7321002,5468.959398
"Maule en Armerillo",2001,12,2001-12-01,2001,9,725,7321002,5468.959398
"Maule en Armerillo",2002,1,2002-01-01,2001,10,400,7321002,5468.959398
"Maule en Armerillo",2002,2,2002-02-01,2001,11,240,7321002,5468.959398
"Maule en Armerillo",2002,3,2002-03-01,2001,12,160,7321002,5468.959398
"Maule en Armerillo",2002,9,2002-09-01,2002,6,200,7321002,5468.959398
"Maule en Armerillo",2002,10,2002-10-01,2002,7,450,7321002,5468.959398
"Maule en Armerillo",2002,11,2002-11-01,2002,8,650,7321002,5468.959398
"Maule en Armerillo",2002,12,2002-12-01,2002,9,630,7321002,5468.959398
"Maule en Armerillo",2003,1,2003-01-01,2002,10,375,7321002,5468.959398
"Maule en Armerillo",2003,2,2003-02-01,2002,11,225,7321002,5468.959398
"Maule en Armerillo",2003,3,2003-03-01,2002,12,170,7321002,5468.959398
"Maule en Armerillo",2003,9,2003-09-01,2003,6,150,7321002,5468.959398
"Maule en Armerillo",2003,10,2003-10-01,2003,7,230,7321002,5468.959398
"Maule en Armerillo",2003,11,2003-11-01,2003,8,310,7321002,5468.959398
"Maule en Armerillo",2003,12,2003-12-01,2003,9,200,7321002,5468.959398
"Maule en Armerillo",2004,1,2004-01-01,2003,10,110,7321002,5468.959398
"Maule en Armerillo",2004,2,2004-02-01,2003,11,80,7321002,5468.959398
"Maule en Armerillo",2004,3,2004-03-01,2003,12,60,7321002,5468.959398
"Maule en Armerillo",2004,9,2004-09-01,2004,6,175,7321002,5468.959398
"Maule en Armerillo",2004,10,2004-10-01,2004,7,275,7321002,5468.959398
"Maule en Armerillo",2004,11,2004-11-01,2004,8,345,7321002,5468.959398
"Maule en Armerillo",2004,12,2004-12-01,2004,9,235,7321002,5468.959398
"Maule en Armerillo",2005,1,2005-01-01,2004,10,135,7321002,5468.959398
"Maule en Armerillo",2005,2,2005-02-01,2004,11,95,7321002,5468.959398
"Maule en Armerillo",2005,3,2005-03-01,2004,12,75,7321002,5468.959398
"Maule en Armerillo",2005,9,2005-09-01,2005,6,350,7321002,5468.959398
"Maule en Armerillo",2005,10,2005-10-01,2005,7,480,7321002,5468.959398
"Maule en Armerillo",2005,11,2005-11-01,2005,8,660,7321002,5468.959398
"Maule en Armerillo",2005,12,2005-12-01,2005,9,675,7321002,5468.959398
"Maule en Armerillo",2006,1,2006-01-01,2005,10,460,7321002,5468.959398
"Maule en Armerillo",2006,2,2006-02-01,2005,11,255,7321002,5468.959398
"Maule en Armerillo",2006,3,2006-03-01,2005,12,165,7321002,5468.959398
"Maule en Armerillo",2007,9,2007-09-01,2007,6,200,7321002,5468.959398
"Maule en Armerillo",2007,10,2007-10-01,2007,7,290,7321002,5468.959398
"Maule en Armerillo",2007,11,2007-11-01,2007,8,382,7321002,5468.959398
"Maule en Armerillo",2007,12,2007-12-01,2007,9,265,7321002,5468.959398
"Maule en Armerillo",2008,1,2008-01-01,2007,10,165,7321002,5468.959398
"Maule en Armerillo",2008,2,2008-02-01,2007,11,120,7321002,5468.959398
"Maule en Armerillo",2008,3,2008-03-01,2007,12,100,7321002,5468.959398
"Maule en Armerillo",2008,9,2008-09-01,2008,6,257,7321002,5468.959398
"Maule en Armerillo",2008,10,2008-10-01,2008,7,370,7321002,5468.959398
"Maule en Armerillo",2008,11,2008-11-01,2008,8,520,7321002,5468.959398
"Maule en Armerillo",2008,12,2008-12-01,2008,9,465,7321002,5468.959398
"Maule en Armerillo",2009,1,2009-01-01,2008,10,290,7321002,5468.959398
"Maule en Armerillo",2009,2,2009-02-01,2008,11,175,7321002,5468.959398
"Maule en Armerillo",2009,3,2009-03-01,2008,12,130,7321002,5468.959398
"Maule en Armerillo",2009,9,2009-09-01,2009,6,230,7321002,5468.959398
"Maule en Armerillo",2009,10,2009-10-01,2009,7,350,7321002,5468.959398
"Maule en Armerillo",2009,11,2009-11-01,2009,8,470,7321002,5468.959398
"Maule en Armerillo",2009,12,2009-12-01,2009,9,400,7321002,5468.959398
"Maule en Armerillo",2010,1,2010-01-01,2009,10,250,7321002,5468.959398
"Maule en Armerillo",2010,2,2010-02-01,2009,11,160,7321002,5468.959398
"Maule en Armerillo",2010,3,2010-03-01,2009,12,120,7321002,5468.959398
"Maule en Armerillo",2010,9,2010-09-01,2010,6,185,7321002,5468.959398
"Maule en Armerillo",2010,10,2010-10-01,2010,7,285,7321002,5468.959398
"Maule en Armerillo",2010,11,2010-11-01,2010,8,360,7321002,5468.959398
"Maule en Armerillo",2010,12,2010-12-01,2010,9,260,7321002,5468.959398
"Maule en Armerillo",2011,1,2011-01-01,2010,10,160,7321002,5468.959398
"Maule en Armerillo",2011,2,2011-02-01,2010,11,115,7321002,5468.959398
"Maule en Armerillo",2011,3,2011-03-01,2010,12,80,7321002,5468.959398
"Maule en Armerillo",2011,9,2011-09-01,2011,6,250,7321002,5468.959398
"Maule en Armerillo",2011,10,2011-10-01,2011,7,320,7321002,5468.959398
"Maule en Armerillo",2011,11,2011-11-01,2011,8,420,7321002,5468.959398
"Maule en Armerillo",2011,12,2011-12-01,2011,9,315,7321002,5468.959398
"Maule en Armerillo",2012,1,2012-01-01,2011,10,205,7321002,5468.959398
"Maule en Armerillo",2012,2,2012-02-01,2011,11,140,7321002,5468.959398
"Maule en Armerillo",2012,3,2012-03-01,2011,12,100,7321002,5468.959398
"Maule en Armerillo",2012,9,2012-09-01,2012,6,162,7321002,5468.959398
"Maule en Armerillo",2012,10,2012-10-01,2012,7,230,7321002,5468.959398
"Maule en Armerillo",2012,11,2012-11-01,2012,8,280,7321002,5468.959398
"Maule en Armerillo",2012,12,2012-12-01,2012,9,200,7321002,5468.959398
"Maule en Armerillo",2013,1,2013-01-01,2012,10,125,7321002,5468.959398
"Maule en Armerillo",2013,2,2013-02-01,2012,11,80,7321002,5468.959398
"Maule en Armerillo",2013,3,2013-03-01,2012,12,65,7321002,5468.959398
"Maule en Armerillo",2013,9,2013-09-01,2013,6,150,7321002,5468.959398
"Maule en Armerillo",2013,10,2013-10-01,2013,7,290,7321002,5468.959398
"Maule en Armerillo",2013,11,2013-11-01,2013,8,370,7321002,5468.959398
"Maule en Armerillo",2013,12,2013-12-01,2013,9,280,7321002,5468.959398
"Maule en Armerillo",2014,1,2014-01-01,2013,10,180,7321002,5468.959398
"Maule en Armerillo",2014,2,2014-02-01,2013,11,125,7321002,5468.959398
"Maule en Armerillo",2014,3,2014-03-01,2013,12,90,7321002,5468.959398
"Maule en Armerillo",2014,9,2014-09-01,2014,6,310,7321002,5468.959398
"Maule en Armerillo",2014,10,2014-10-01,2014,7,310,7321002,5468.959398
"Maule en Armerillo",2014,11,2014-11-01,2014,8,400,7321002,5468.959398
"Maule en Armerillo",2014,12,2014-12-01,2014,9,300,7321002,5468.959398
"Maule en Armerillo",2015,1,2015-01-01,2014,10,185,7321002,5468.959398
"Maule en Armerillo",2015,2,2015-02-01,2014,11,120,7321002,5468.959398
"Maule en Armerillo",2015,3,2015-03-01,2014,12,87,7321002,5468.959398
"Maule en Armerillo",2015,9,2015-09-01,2015,6,300,7321002,5468.959398
"Maule en Armerillo",2015,10,2015-10-01,2015,7,335,7321002,5468.959398
"Maule en Armerillo",2015,11,2015-11-01,2015,8,410,7321002,5468.959398
"Maule en Armerillo",2015,12,2015-12-01,2015,9,300,7321002,5468.959398
"Maule en Armerillo",2016,1,2016-01-01,2015,10,190,7321002,5468.959398
"Maule en Armerillo",2016,2,2016-02-01,2015,11,130,7321002,5468.959398
"Maule en Armerillo",2016,3,2016-03-01,2015,12,85,7321002,5468.959398
"Maule en Armerillo",2016,9,2016-09-01,2016,6,170,7321002,5468.959398
"Maule en Armerillo",2016,10,2016-10-01,2016,7,225,7321002,5468.959398
"Maule en Armerillo",2016,11,2016-11-01,2016,8,290,7321002,5468.959398
"Maule en Armerillo",2016,12,2016-12-01,2016,9,200,7321002,5468.959398
"Maule en Armerillo",2017,1,2017-01-01,2016,10,120,7321002,5468.959398
"Maule en Armerillo",2017,2,2017-02-01,2016,11,85,7321002,5468.959398
"Maule en Armerillo",2017,3,2017-03-01,2016,12,52,7321002,5468.959398
"Maule en Armerillo",2017,9,2017-09-01,2017,6,140,7321002,5468.959398
"Maule en Armerillo",2017,10,2017-10-01,2017,7,250,7321002,5468.959398
"Maule en Armerillo",2017,11,2017-11-01,2017,8,360,7321002,5468.959398
"Maule en Armerillo",2017,12,2017-12-01,2017,9,250,7321002,5468.959398
"Maule en Armerillo",2018,1,2018-01-01,2017,10,150,7321002,5468.959398
"Maule en Armerillo",2018,2,2018-02-01,2017,11,110,7321002,5468.959398
"Maule en Armerillo",2018,3,2018-03-01,2017,12,72,7321002,5468.959398
"Maule en Armerillo",2018,9,2018-09-01,2018,6,220,7321002,5468.959398
"Maule en Armerillo",2018,10,2018-10-01,2018,7,250,7321002,5468.959398
"Maule en Armerillo",2018,11,2018-11-01,2018,8,325,7321002,5468.959398
"Maule en Armerillo",2018,12,2018-12-01,2018,9,235,7321002,5468.959398
"Maule en Armerillo",2019,1,2019-01-01,2018,10,130,7321002,5468.959398
"Maule en Armerillo",2019,2,2019-02-01,2018,11,95,7321002,5468.959398
"Maule en Armerillo",2019,3,2019-03-01,2018,12,77,7321002,5468.959398
"Maule en Armerillo",2019,9,2019-09-01,2019,6,156,7321002,5468.959398
"Maule en Armerillo",2019,10,2019-10-01,2019,7,226,7321002,5468.959398
"Maule en Armerillo",2019,11,2019-11-01,2019,8,267,7321002,5468.959398
"Maule en Armerillo",2019,12,2019-12-01,2019,9,157,7321002,5468.959398
"Maule en Armerillo",2020,1,2020-01-01,2019,10,96,7321002,5468.959398
"Maule en Armerillo",2020,2,2020-02-01,2019,11,77,7321002,5468.959398
"Maule en Armerillo",2020,3,2020-03-01,2019,12,69,7321002,5468.959398
"Maule en Armerillo",2020,9,2020-09-01,2020,6,190,7321002,5468.959398
"Maule en Armerillo",2020,10,2020-10-01,2020,7,290,7321002,5468.959398
"Maule en Armerillo",2020,11,2020-11-01,2020,8,370,7321002,5468.959398
"Maule en Armerillo",2020,12,2020-12-01,2020,9,270,7321002,5468.959398
"Maule en Armerillo",2021,1,2021-01-01,2020,10,160,7321002,5468.959398
"Maule en Armerillo",2021,2,2021-02-01,2020,11,110,7321002,5468.959398
"Maule en Armerillo",2021,3,2021-03-01,2020,12,90,7321002,5468.959398
"Maule en Armerillo",2021,9,2021-09-01,2021,6,200,7321002,5468.959398
"Maule en Armerillo",2021,10,2021-10-01,2021,7,230,7321002,5468.959398
"Maule en Armerillo",2021,11,2021-11-01,2021,8,240,7321002,5468.959398
"Maule en Armerillo",2021,12,2021-12-01,2021,9,160,7321002,5468.959398
"Maule en Armerillo",2022,1,2022-01-01,2021,10,110,7321002,5468.959398
"Maule en Armerillo",2022,2,2022-02-01,2021,11,85,7321002,5468.959398
"Maule en Armerillo",2022,3,2022-03-01,2021,12,70,7321002,5468.959398
"Teno después de Junta",1990,9,1990-09-01,1990,6,30,7104002,1205.264123
"Teno después de Junta",1990,10,1990-10-01,1990,7,39,7104002,1205.264123
"Teno después de Junta",1990,11,1990-11-01,1990,8,57,7104002,1205.264123
"Teno después de Junta",1990,12,1990-12-01,1990,9,47,7104002,1205.264123
"Teno después de Junta",1991,1,1991-01-01,1990,10,20,7104002,1205.264123
"Teno después de Junta",1991,2,1991-02-01,1990,11,13,7104002,1205.264123
"Teno después de Junta",1991,3,1991-03-01,1990,12,11,7104002,1205.264123
"Teno después de Junta",1991,9,1991-09-01,1991,6,45,7104002,1205.264123
"Teno después de Junta",1991,10,1991-10-01,1991,7,65,7104002,1205.264123
"Teno después de Junta",1991,11,1991-11-01,1991,8,100,7104002,1205.264123
"Teno después de Junta",1991,12,1991-12-01,1991,9,97,7104002,1205.264123
"Teno después de Junta",1992,1,1992-01-01,1991,10,55,7104002,1205.264123
"Teno después de Junta",1992,2,1992-02-01,1991,11,34,7104002,1205.264123
"Teno después de Junta",1992,3,1992-03-01,1991,12,21,7104002,1205.264123
"Teno después de Junta",1992,9,1992-09-01,1992,6,61,7104002,1205.264123
"Teno después de Junta",1992,10,1992-10-01,1992,7,81,7104002,1205.264123
"Teno después de Junta",1992,11,1992-11-01,1992,8,117,7104002,1205.264123
"Teno después de Junta",1992,12,1992-12-01,1992,9,122,7104002,1205.264123
"Teno después de Junta",1993,1,1993-01-01,1992,10,73,7104002,1205.264123
"Teno después de Junta",1993,2,1993-02-01,1992,11,41,7104002,1205.264123
"Teno después de Junta",1993,3,1993-03-01,1992,12,25,7104002,1205.264123
"Teno después de Junta",1993,9,1993-09-01,1993,6,47,7104002,1205.264123
"Teno después de Junta",1993,10,1993-10-01,1993,7,68,7104002,1205.264123
"Teno después de Junta",1993,11,1993-11-01,1993,8,101,7104002,1205.264123
"Teno después de Junta",1993,12,1993-12-01,1993,9,85,7104002,1205.264123
"Teno después de Junta",1994,1,1994-01-01,1993,10,53,7104002,1205.264123
"Teno después de Junta",1994,2,1994-02-01,1993,11,33,7104002,1205.264123
"Teno después de Junta",1994,3,1994-03-01,1993,12,22,7104002,1205.264123
"Teno después de Junta",1994,9,1994-09-01,1994,6,43,7104002,1205.264123
"Teno después de Junta",1994,10,1994-10-01,1994,7,62,7104002,1205.264123
"Teno después de Junta",1994,11,1994-11-01,1994,8,92,7104002,1205.264123
"Teno después de Junta",1994,12,1994-12-01,1994,9,87,7104002,1205.264123
"Teno después de Junta",1995,1,1995-01-01,1994,10,48,7104002,1205.264123
"Teno después de Junta",1995,2,1995-02-01,1994,11,30,7104002,1205.264123
"Teno después de Junta",1995,3,1995-03-01,1994,12,20,7104002,1205.264123
"Teno después de Junta",1995,9,1995-09-01,1995,6,45,7104002,1205.264123
"Teno después de Junta",1995,10,1995-10-01,1995,7,75,7104002,1205.264123
"Teno después de Junta",1995,11,1995-11-01,1995,8,105,7104002,1205.264123
"Teno después de Junta",1995,12,1995-12-01,1995,9,105,7104002,1205.264123
"Teno después de Junta",1996,1,1996-01-01,1995,10,62,7104002,1205.264123
"Teno después de Junta",1996,2,1996-02-01,1995,11,40,7104002,1205.264123
"Teno después de Junta",1996,3,1996-03-01,1995,12,25,7104002,1205.264123
"Teno después de Junta",1996,9,1996-09-01,1996,6,35,7104002,1205.264123
"Teno después de Junta",1996,10,1996-10-01,1996,7,47,7104002,1205.264123
"Teno después de Junta",1996,11,1996-11-01,1996,8,70,7104002,1205.264123
"Teno después de Junta",1996,12,1996-12-01,1996,9,56,7104002,1205.264123
"Teno después de Junta",1997,1,1997-01-01,1996,10,28,7104002,1205.264123
"Teno después de Junta",1997,2,1997-02-01,1996,11,17,7104002,1205.264123
"Teno después de Junta",1997,3,1997-03-01,1996,12,13,7104002,1205.264123
"Teno después de Junta",1997,9,1997-09-01,1997,6,70,7104002,1205.264123
"Teno después de Junta",1997,10,1997-10-01,1997,7,90,7104002,1205.264123
"Teno después de Junta",1997,11,1997-11-01,1997,8,130,7104002,1205.264123
"Teno después de Junta",1997,12,1997-12-01,1997,9,135,7104002,1205.264123
"Teno después de Junta",1998,1,1998-01-01,1997,10,85,7104002,1205.264123
"Teno después de Junta",1998,2,1998-02-01,1997,11,50,7104002,1205.264123
"Teno después de Junta",1998,3,1998-03-01,1997,12,30,7104002,1205.264123
"Teno después de Junta",1998,9,1998-09-01,1998,6,15,7104002,1205.264123
"Teno después de Junta",1998,10,1998-10-01,1998,7,16,7104002,1205.264123
"Teno después de Junta",1998,11,1998-11-01,1998,8,20,7104002,1205.264123
"Teno después de Junta",1998,12,1998-12-01,1998,9,17,7104002,1205.264123
"Teno después de Junta",1999,1,1999-01-01,1998,10,15,7104002,1205.264123
"Teno después de Junta",1999,2,1999-02-01,1998,11,11,7104002,1205.264123
"Teno después de Junta",1999,3,1999-03-01,1998,12,9,7104002,1205.264123
"Teno después de Junta",1999,9,1999-09-01,1999,6,45,7104002,1205.264123
"Teno después de Junta",1999,10,1999-10-01,1999,7,70,7104002,1205.264123
"Teno después de Junta",1999,11,1999-11-01,1999,8,102,7104002,1205.264123
"Teno después de Junta",1999,12,1999-12-01,1999,9,95,7104002,1205.264123
"Teno después de Junta",2000,1,2000-01-01,1999,10,55,7104002,1205.264123
"Teno después de Junta",2000,2,2000-02-01,1999,11,30,7104002,1205.264123
"Teno después de Junta",2000,3,2000-03-01,1999,12,22,7104002,1205.264123
"Teno después de Junta",2000,9,2000-09-01,2000,6,50,7104002,1205.264123
"Teno después de Junta",2000,10,2000-10-01,2000,7,75,7104002,1205.264123
"Teno después de Junta",2000,11,2000-11-01,2000,8,105,7104002,1205.264123
"Teno después de Junta",2000,12,2000-12-01,2000,9,105,7104002,1205.264123
"Teno después de Junta",2001,1,2001-01-01,2000,10,60,7104002,1205.264123
"Teno después de Junta",2001,2,2001-02-01,2000,11,35,7104002,1205.264123
"Teno después de Junta",2001,3,2001-03-01,2000,12,26,7104002,1205.264123
"Teno después de Junta",2001,9,2001-09-01,2001,6,90,7104002,1205.264123
"Teno después de Junta",2001,10,2001-10-01,2001,7,105,7104002,1205.264123
"Teno después de Junta",2001,11,2001-11-01,2001,8,140,7104002,1205.264123
"Teno después de Junta",2001,12,2001-12-01,2001,9,150,7104002,1205.264123
"Teno después de Junta",2002,1,2002-01-01,2001,10,110,7104002,1205.264123
"Teno después de Junta",2002,2,2002-02-01,2001,11,65,7104002,1205.264123
"Teno después de Junta",2002,3,2002-03-01,2001,12,40,7104002,1205.264123
"Teno después de Junta",2002,9,2002-09-01,2002,6,100,7104002,1205.264123
"Teno después de Junta",2002,10,2002-10-01,2002,7,115,7104002,1205.264123
"Teno después de Junta",2002,11,2002-11-01,2002,8,145,7104002,1205.264123
"Teno después de Junta",2002,12,2002-12-01,2002,9,155,7104002,1205.264123
"Teno después de Junta",2003,1,2003-01-01,2002,10,115,7104002,1205.264123
"Teno después de Junta",2003,2,2003-02-01,2002,11,70,7104002,1205.264123
"Teno después de Junta",2003,3,2003-03-01,2002,12,40,7104002,1205.264123
"Teno después de Junta",2003,9,2003-09-01,2003,6,33,7104002,1205.264123
"Teno después de Junta",2003,10,2003-10-01,2003,7,50,7104002,1205.264123
"Teno después de Junta",2003,11,2003-11-01,2003,8,75,7104002,1205.264123
"Teno después de Junta",2003,12,2003-12-01,2003,9,60,7104002,1205.264123
"Teno después de Junta",2004,1,2004-01-01,2003,10,35,7104002,1205.264123
"Teno después de Junta",2004,2,2004-02-01,2003,11,20,7104002,1205.264123
"Teno después de Junta",2004,3,2004-03-01,2003,12,13,7104002,1205.264123
"Teno después de Junta",2004,9,2004-09-01,2004,6,35,7104002,1205.264123
"Teno después de Junta",2004,10,2004-10-01,2004,7,55,7104002,1205.264123
"Teno después de Junta",2004,11,2004-11-01,2004,8,80,7104002,1205.264123
"Teno después de Junta",2004,12,2004-12-01,2004,9,65,7104002,1205.264123
"Teno después de Junta",2005,1,2005-01-01,2004,10,35,7104002,1205.264123
"Teno después de Junta",2005,2,2005-02-01,2004,11,20,7104002,1205.264123
"Teno después de Junta",2005,3,2005-03-01,2004,12,15,7104002,1205.264123
"Teno después de Junta",2005,9,2005-09-01,2005,6,80,7104002,1205.264123
"Teno después de Junta",2005,10,2005-10-01,2005,7,100,7104002,1205.264123
"Teno después de Junta",2005,11,2005-11-01,2005,8,140,7104002,1205.264123
"Teno después de Junta",2005,12,2005-12-01,2005,9,150,7104002,1205.264123
"Teno después de Junta",2006,1,2006-01-01,2005,10,100,7104002,1205.264123
"Teno después de Junta",2006,2,2006-02-01,2005,11,70,7104002,1205.264123
"Teno después de Junta",2006,3,2006-03-01,2005,12,45,7104002,1205.264123
"Teno después de Junta",2007,9,2007-09-01,2007,6,50,7104002,1205.264123
"Teno después de Junta",2007,10,2007-10-01,2007,7,65,7104002,1205.264123
"Teno después de Junta",2007,11,2007-11-01,2007,8,87,7104002,1205.264123
"Teno después de Junta",2007,12,2007-12-01,2007,9,75,7104002,1205.264123
"Teno después de Junta",2008,1,2008-01-01,2007,10,40,7104002,1205.264123
"Teno después de Junta",2008,2,2008-02-01,2007,11,25,7104002,1205.264123
"Teno después de Junta",2008,3,2008-03-01,2007,12,20,7104002,1205.264123
"Teno después de Junta",2008,9,2008-09-01,2008,6,57,7104002,1205.264123
"Teno después de Junta",2008,10,2008-10-01,2008,7,75,7104002,1205.264123
"Teno después de Junta",2008,11,2008-11-01,2008,8,105,7104002,1205.264123
"Teno después de Junta",2008,12,2008-12-01,2008,9,100,7104002,1205.264123
"Teno después de Junta",2009,1,2009-01-01,2008,10,60,7104002,1205.264123
"Teno después de Junta",2009,2,2009-02-01,2008,11,35,7104002,1205.264123
"Teno después de Junta",2009,3,2009-03-01,2008,12,25,7104002,1205.264123
"Teno después de Junta",2009,9,2009-09-01,2009,6,57,7104002,1205.264123
"Teno después de Junta",2009,10,2009-10-01,2009,7,75,7104002,1205.264123
"Teno después de Junta",2009,11,2009-11-01,2009,8,105,7104002,1205.264123
"Teno después de Junta",2009,12,2009-12-01,2009,9,100,7104002,1205.264123
"Teno después de Junta",2010,1,2010-01-01,2009,10,60,7104002,1205.264123
"Teno después de Junta",2010,2,2010-02-01,2009,11,35,7104002,1205.264123
"Teno después de Junta",2010,3,2010-03-01,2009,12,25,7104002,1205.264123
"Teno después de Junta",2010,9,2010-09-01,2010,6,27,7104002,1205.264123
"Teno después de Junta",2010,10,2010-10-01,2010,7,50,7104002,1205.264123
"Teno después de Junta",2010,11,2010-11-01,2010,8,75,7104002,1205.264123
"Teno después de Junta",2010,12,2010-12-01,2010,9,70,7104002,1205.264123
"Teno después de Junta",2011,1,2011-01-01,2010,10,40,7104002,1205.264123
"Teno después de Junta",2011,2,2011-02-01,2010,11,23,7104002,1205.264123
"Teno después de Junta",2011,3,2011-03-01,2010,12,20,7104002,1205.264123
"Teno después de Junta",2011,9,2011-09-01,2011,6,35,7104002,1205.264123
"Teno después de Junta",2011,10,2011-10-01,2011,7,58,7104002,1205.264123
"Teno después de Junta",2011,11,2011-11-01,2011,8,83,7104002,1205.264123
"Teno después de Junta",2011,12,2011-12-01,2011,9,77,7104002,1205.264123
"Teno después de Junta",2012,1,2012-01-01,2011,10,45,7104002,1205.264123
"Teno después de Junta",2012,2,2012-02-01,2011,11,25,7104002,1205.264123
"Teno después de Junta",2012,3,2012-03-01,2011,12,20,7104002,1205.264123
"Teno después de Junta",2012,9,2012-09-01,2012,6,35,7104002,1205.264123
"Teno después de Junta",2012,10,2012-10-01,2012,7,43,7104002,1205.264123
"Teno después de Junta",2012,11,2012-11-01,2012,8,64,7104002,1205.264123
