"wy_simple","wym","cod_cuenca","SLZ","SSM","SUZ","SWE","STORAGE"
2019,4,"5414001",21.156,30.271,0,5.573,57
2020,4,"5414001",15.198,34.979,0,144.122,194.299
2021,4,"5414001",13.901,18.362,0,14.498,46.761
2022,4,"5414001",7.234,14.522,0,168.926,190.682
1981,5,"5414001",45.724,35.052,0,70.078,150.854
1982,5,"5414001",241.167,89.136,2.943,333.334,666.58
1983,5,"5414001",95.984,54.652,0,330.69,481.326
1984,5,"5414001",52.763,31.208,0,677.288,761.259
1985,5,"5414001",94.461,15.687,0,66.008,176.156
1986,5,"5414001",130.505,68.755,0,141.207,340.467
1987,5,"5414001",204.398,91.718,0,423.066,719.182
1988,5,"5414001",78.193,37.892,0,31.781,147.866
1989,5,"5414001",60.39,65.053,0,197.079,322.522
1990,5,"5414001",48.084,51.334,0,10.334,109.752
1991,5,"5414001",89.971,69.594,0,216.106,375.671
1992,5,"5414001",66.468,46.013,0,358.484,470.965
1993,5,"5414001",113.589,60.196,0,123.346,297.131
1994,5,"5414001",65.624,57.476,0,33.371,156.471
1995,5,"5414001",28.166,40.746,0,135.258,204.17
1996,5,"5414001",26.065,34.752,0,61.178,121.995
1997,5,"5414001",210.215,90.834,6.823,335.782,643.654
1998,5,"5414001",72.07,15.331,0,0,87.401
1999,5,"5414001",33.362,47.456,0,59.26,140.078
2000,5,"5414001",64.771,53.334,0,178.67,296.775
2001,5,"5414001",111.404,76.804,0,143.429,331.637
2002,5,"5414001",130.798,79.273,0,269.41,479.481
2003,5,"5414001",101.276,53.352,0,36.683,191.311
2004,5,"5414001",27.479,29.47,0,124.55,181.499
2005,5,"5414001",182.198,92.835,7.914,97.069,380.016
2006,5,"5414001",154.654,79.881,0,115.795,350.33
2007,5,"5414001",56.988,59.626,0,182.764,299.378
2008,5,"5414001",102.897,82.343,0,204.663,389.903
2009,5,"5414001",61.3,53.413,0,155.036,269.749
2010,5,"5414001",31.501,23.678,0,120.848,176.027
2011,5,"5414001",18.311,27.616,0,222.932,268.859
2012,5,"5414001",48.721,44.612,0,19.163,112.496
2013,5,"5414001",44.659,47.941,0,98.672,191.272
2014,5,"5414001",29.694,32.755,0,74.341,136.79
2015,5,"5414001",76.032,73.201,0,54.243,203.476
2016,5,"5414001",104.497,61.797,0,101.83,268.124
2017,5,"5414001",58.718,45.774,0,70.038,174.53
2018,5,"5414001",38.34,40.409,0,27.903,106.652
2019,5,"5414001",18.796,9.327,0,0,28.123
2020,5,"5414001",19.807,30.319,0,127.514,177.64
2021,5,"5414001",24.417,39.553,0,16.291,80.261
2022,5,"5414001",9.188,17.53,0,195.277,221.995
1981,6,"5414001",49.45,30.77,0,45.085,125.305
1982,6,"5414001",273.062,77.611,0,299.106,649.779
1983,6,"5414001",83.598,41.271,0,340.104,464.973
1984,6,"5414001",58.781,39.88,0,683.566,782.227
1985,6,"5414001",85.069,22.869,0,57.063,165.001
1986,6,"5414001",136.621,57.213,0,104.26,298.094
1987,6,"5414001",184.523,70.599,0,417.693,672.815
1988,6,"5414001",71.835,31.689,0,31.509,135.033
1989,6,"5414001",71.831,57.498,0,212.696,342.025
1990,6,"5414001",58.225,47.472,0,16.39,122.087
1991,6,"5414001",128.716,65.134,0,189.902,383.752
1992,6,"5414001",71.588,41.303,0,337.247,450.138
1993,6,"5414001",105.01,48.659,0,126.188,279.857
1994,6,"5414001",72.584,35.885,0,0,108.469
1995,6,"5414001",46.582,42.141,0,117.868,206.591
1996,6,"5414001",33.509,32.677,0,27.788,93.974
1997,6,"5414001",232.575,72.461,0,313.754,618.79
1998,6,"5414001",62.92,16.443,0,3.154,82.517
1999,6,"5414001",50.056,48.445,0,120.307,218.808
2000,6,"5414001",67.4,46.475,0,222.802,336.677
2001,6,"5414001",100.095,58.402,0,135.907,294.404
2002,6,"5414001",134.899,60.483,0,268.813,464.195
2003,6,"5414001",109.588,47.5,0,0,157.088
2004,6,"5414001",50.312,42.241,0,91.255,183.808
2005,6,"5414001",167.345,75.32,0,116.977,359.642
2006,6,"5414001",159.03,64.662,0,69.34,293.032
2007,6,"5414001",63.807,45.387,0,146.712,255.906
2008,6,"5414001",100.378,62.86,0,192.882,356.12
2009,6,"5414001",72.977,52.973,0,176.088,302.038
2010,6,"5414001",30.846,17.218,0,111.053,159.117
2011,6,"5414001",34.251,39.417,0,163.044,236.712
2012,6,"5414001",48.966,19.827,0,0.011,68.804
2013,6,"5414001",60.808,51.73,0,72.285,184.823
2014,6,"5414001",29.765,19.981,0,81.183,130.929
2015,6,"5414001",93.577,62.097,0,59.755,215.429
2016,6,"5414001",138.531,61.67,0,4.544,204.745
2017,6,"5414001",74.27,49.305,0,33.024,156.599
2018,6,"5414001",51.912,34.046,0,0,85.958
2019,6,"5414001",15.97,3.527,0,0,19.497
2020,6,"5414001",26.831,25.928,0,84.14,136.899
2021,6,"5414001",28.246,27.458,0,0,55.704
2022,6,"5414001",10.433,13.317,0,180.93,204.68
1981,7,"5414001",50.773,17.7,0,0,68.473
1982,7,"5414001",262.562,58.739,0,246.337,567.638
1983,7,"5414001",113.97,47.541,0,234.048,395.559
1984,7,"5414001",91.289,50.642,0,579.626,721.557
1985,7,"5414001",91.686,33.258,0,2.068,127.012
1986,7,"5414001",157.09,48.059,0,21.645,226.794
1987,7,"5414001",197.563,55.662,0,359.279,612.504
1988,7,"5414001",67.358,9.526,0,0,76.884
1989,7,"5414001",98.553,49.291,0,123.563,271.407
1990,7,"5414001",57.528,12.276,0,0,69.804
1991,7,"5414001",141.08,53.799,0,125.954,320.833
1992,7,"5414001",84.221,38.138,0,260.179,382.538
1993,7,"5414001",122.035,44.966,0,47.079,214.08
1994,7,"5414001",62.042,12.687,0,0,74.729
1995,7,"5414001",58.455,38.376,0,58.056,154.887
1996,7,"5414001",36.599,7.122,0,0,43.721
1997,7,"5414001",217.687,52.532,0,314.033,584.252
1998,7,"5414001",52.219,0.856,0,0,53.075
1999,7,"5414001",76.308,49.532,0,46.862,172.702
2000,7,"5414001",90.527,46.358,0,134.759,271.644
2001,7,"5414001",146.184,59.436,0,16.289,221.909
2002,7,"5414001",159.782,53.483,0,170.94,384.205
2003,7,"5414001",90.179,3.501,0,0,93.68
2004,7,"5414001",73.007,40.549,0,30.517,144.073
2005,7,"5414001",168.078,51.914,0,73.765,293.757
2006,7,"5414001",187.948,57.529,0,0,245.477
2007,7,"5414001",95.28,50.785,0,44.918,190.983
2008,7,"5414001",112.077,46.346,0,126.42,284.843
2009,7,"5414001",99.11,51.08,0,90.868,241.058
2010,7,"5414001",45.485,34.824,0,37.645,117.954
2011,7,"5414001",54.014,38.623,0,96.248,188.885
2012,7,"5414001",41.89,7.264,0,0,49.154
2013,7,"5414001",76.006,42.791,0,5.699,124.496
2014,7,"5414001",48.526,19.661,0,0,68.187
2015,7,"5414001",101.64,45.315,0,42.809,189.764
2016,7,"5414001",123.588,24.971,0,0,148.559
2017,7,"5414001",77.628,26.182,0,0,103.81
2018,7,"5414001",47.163,7.524,0,0,54.687
2019,7,"5414001",13.374,1.84,0,0,15.214
2020,7,"5414001",46.715,19.808,0,0,66.523
2021,7,"5414001",23.268,1.77,0,0,25.038
2022,7,"5414001",25.896,30.833,0,97.983,154.712
1981,8,"5414001",42.092,2.998,0,0,45.09
1982,8,"5414001",255.54,48.073,0,157.044,460.657
1983,8,"5414001",169.372,59.833,0,73.91,303.115
1984,8,"5414001",125.12,51.511,0,473.802,650.433
1985,8,"5414001",76.688,1.162,0,0,77.85
1986,8,"5414001",137.763,6.75,0,0,144.513
1987,8,"5414001",226.155,55.732,0,224.12,506.007
1988,8,"5414001",55.884,3.116,0,0,59
1989,8,"5414001",137.484,43.866,0,0,181.35
1990,8,"5414001",47.702,0.315,0,0,48.017
1991,8,"5414001",176.151,46.505,0,0,222.656
1992,8,"5414001",134.548,54.495,0,125.961,315.004
1993,8,"5414001",118.829,10.154,0,0,128.983
1994,8,"5414001",51.405,3.204,0,0,54.609
1995,8,"5414001",70.023,7.484,0,0,77.507
1996,8,"5414001",30.305,0.14,0,0,30.445
1997,8,"5414001",228.707,49.984,0,206.708,485.399
1998,8,"5414001",43.239,0.132,0,0,43.371
1999,8,"5414001",81.833,12.166,0,0,93.999
2000,8,"5414001",127.917,53.7,0,31.313,212.93
2001,8,"5414001",129.427,7.119,0,0,136.546
2002,8,"5414001",203.339,57.894,0,22.189,283.422
2003,8,"5414001",75.123,1.228,0,0,76.351
2004,8,"5414001",80.037,13.769,0,0,93.806
2005,8,"5414001",171.565,24.184,0,0,195.749
2006,8,"5414001",155.657,3.507,0,0,159.164
2007,8,"5414001",99.38,10.757,0,0,110.137
2008,8,"5414001",147.75,34.831,0,0,182.581
2009,8,"5414001",119.042,35.029,0,0,154.071
2010,8,"5414001",55.089,8.666,0,0,63.755
2011,8,"5414001",84.314,20.677,0,0,104.991
2012,8,"5414001",34.696,0.223,0,0,34.919
2013,8,"5414001",69.493,4.508,0,0,74.001
2014,8,"5414001",40.2,2.285,0,0,42.485
2015,8,"5414001",100.754,18.495,0,0,119.249
2016,8,"5414001",102.901,4.433,0,0,107.334
2017,8,"5414001",64.437,1.405,0,0,65.842
2018,8,"5414001",39.2,0.59,0,0,39.79
2019,8,"5414001",11.074,0.026,0,0,11.1
2020,8,"5414001",38.776,0.916,0,0,39.692
2021,8,"5414001",19.267,0.182,0,0,19.449
2022,8,"5414001",57.4,13.273,0,0,70.673
1981,9,"5414001",34.635,0.058,0,0,34.693
1982,9,"5414001",281.847,41.84,0,0,323.687
1983,9,"5414001",175.633,6.486,0,0,182.119
1984,9,"5414001",185.535,57.575,0,298.289,541.399
1985,9,"5414001",63.101,0.017,0,0,63.118
1986,9,"5414001",113.369,0.953,0,0,114.322
1987,9,"5414001",272.323,59.036,0,49.563,380.922
1988,9,"5414001",46.45,0.337,0,0,46.787
1989,9,"5414001",113.563,1.151,0,0,114.714
1990,9,"5414001",39.281,0.176,0,0,39.457
1991,9,"5414001",147.715,12.996,0,0,160.711
1992,9,"5414001",169.323,30.147,0,0,199.47
1993,9,"5414001",97.819,0.13,0,0,97.949
1994,9,"5414001",42.298,0.024,0,0,42.322
1995,9,"5414001",57.671,2.73,0,0,60.401
1996,9,"5414001",25.498,0.491,0,0,25.989
1997,9,"5414001",288.389,62.626,0,15.4,366.415
1998,9,"5414001",35.581,0.298,0,0,35.879
1999,9,"5414001",67.364,0.295,0,0,67.659
2000,9,"5414001",118.959,2.957,0,0,121.916
2001,9,"5414001",106.568,1.108,0,0,107.676
2002,9,"5414001",182.403,4.27,0,0,186.673
2003,9,"5414001",61.815,0.025,0,0,61.84
2004,9,"5414001",66.013,0.198,0,0,66.211
2005,9,"5414001",141.217,0.277,0,0,141.494
2006,9,"5414001",128.084,0.068,0,0,128.152
2007,9,"5414001",81.843,1.098,0,0,82.941
2008,9,"5414001",121.657,0.477,0,0,122.134
2009,9,"5414001",97.952,0.519,0,0,98.471
2010,9,"5414001",45.401,2.623,0,0,48.024
2011,9,"5414001",69.406,0.192,0,0,69.598
2012,9,"5414001",28.562,2.618,0,0,31.18
2013,9,"5414001",57.21,0.096,0,0,57.306
2014,9,"5414001",33.147,1.184,0,0,34.331
2015,9,"5414001",82.966,0.351,0,0,83.317
2016,9,"5414001",85.777,2.228,0,0,88.005
2017,9,"5414001",53.026,0.018,0,0,53.044
2018,9,"5414001",32.317,0.114,0,0,32.431
2019,9,"5414001",9.112,0,0,0,9.112
2020,9,"5414001",31.907,0.03,0,0,31.937
2021,9,"5414001",15.854,0.517,0,0,16.371
2022,9,"5414001",47.26,2.927,0,0,50.187
1981,10,"5414001",28.524,0.094,0,0,28.618
1982,10,"5414001",236.084,4.67,0,0,240.754
1983,10,"5414001",144.81,1.766,0,0,146.576
1984,10,"5414001",281.454,65.303,0,87.904,434.661
1985,10,"5414001",51.922,0.004,0,0,51.926
1986,10,"5414001",93.332,0.587,0,0,93.919
1987,10,"5414001",247.893,5.421,0,0,253.314
1988,10,"5414001",38.894,0.912,0,0,39.806
1989,10,"5414001",93.469,0.26,0,0,93.729
1990,10,"5414001",32.405,0.819,0,0,33.224
1991,10,"5414001",121.843,1.857,0,0,123.7
1992,10,"5414001",140.184,0.463,0,0,140.647
1993,10,"5414001",80.497,0.618,0,0,81.115
1994,10,"5414001",36.305,4.653,0,0,40.958
1995,10,"5414001",47.957,1.001,0,0,48.958
1996,10,"5414001",21.319,5.141,0,0,26.46
1997,10,"5414001",244.86,1.469,0,0,246.329
1998,10,"5414001",30.025,3.351,0,0,33.376
1999,10,"5414001",55.429,0.29,0,0,55.719
2000,10,"5414001",97.918,0.141,0,0,98.059
2001,10,"5414001",87.926,0.63,0,0,88.556
2002,10,"5414001",150.171,2.211,0,0,152.382
2003,10,"5414001",50.902,0.35,0,0,51.252
2004,10,"5414001",54.982,9.134,0,1.037,65.153
2005,10,"5414001",116.395,2.027,0,0,118.422
2006,10,"5414001",105.525,1.208,0,0,106.733
2007,10,"5414001",67.435,2.274,0,0,69.709
2008,10,"5414001",100.529,2.21,0,0,102.739
2009,10,"5414001",80.603,0.502,0,0,81.105
2010,10,"5414001",37.77,1.046,0,0,38.816
2011,10,"5414001",57.362,0.638,0,0,58
2012,10,"5414001",24.254,6.254,0,0,30.508
2013,10,"5414001",47.148,0.879,0,0,48.027
2014,10,"5414001",27.287,0.085,0,0,27.372
2015,10,"5414001",68.416,2.404,0,0,70.82
2016,10,"5414001",70.58,0.057,0,0,70.637
2017,10,"5414001",43.71,0.946,0,0,44.656
2018,10,"5414001",26.734,0.305,0,0,27.039
2019,10,"5414001",7.578,1.351,0,0,8.929
2020,10,"5414001",27.421,15.546,0,0,42.967
2021,10,"5414001",13.261,0.493,0,0,13.754
2022,10,"5414001",39.825,0.444,0,0,40.269
1981,11,"5414001",23.953,3.367,0,0,27.32
1982,11,"5414001",198.084,1.123,0,0,199.207
1983,11,"5414001",120.667,0.081,0,0,120.748
1984,11,"5414001",284.477,23.223,0,0,307.7
1985,11,"5414001",43.707,1.612,0,0,45.319
1986,11,"5414001",78.852,3.84,0,0,82.692
1987,11,"5414001",206.801,0.438,0,0,207.239
1988,11,"5414001",32.614,0.294,0,0,32.908
1989,11,"5414001",78.389,0.271,0,0,78.66
1990,11,"5414001",27.172,0.017,0,0,27.189
1991,11,"5414001",101.767,0.595,0,0,102.362
1992,11,"5414001",117.742,2.017,0,0,119.759
1993,11,"5414001",67.556,3.612,0,0,71.168
1994,11,"5414001",30.506,1.696,0,0,32.202
1995,11,"5414001",39.965,0.046,0,0,40.011
1996,11,"5414001",18.05,0.277,0,0,18.327
1997,11,"5414001",206.349,7.114,0,0,213.463
1998,11,"5414001",25.176,0.063,0,0,25.239
1999,11,"5414001",46.265,4.711,0,0,50.976
2000,11,"5414001",82.105,0.002,0,0,82.107
2001,11,"5414001",73.729,0.054,0,0,73.783
2002,11,"5414001",125.921,0.2,0,0,126.121
2003,11,"5414001",42.496,1.749,0,0,44.245
2004,11,"5414001",46.201,0.204,0,0,46.405
2005,11,"5414001",97.977,2.199,0,0,100.176
2006,11,"5414001",88.712,2.222,0,0,90.934
2007,11,"5414001",56.356,0.779,0,0,57.135
2008,11,"5414001",84.526,4.616,0,0,89.142
2009,11,"5414001",67.587,0.025,0,0,67.612
2010,11,"5414001",32.13,1.762,0,0,33.892
2011,11,"5414001",47.803,1.731,0,0,49.534
2012,11,"5414001",20.695,0.762,0,0,21.457
2013,11,"5414001",39.729,4.319,0,0,44.048
2014,11,"5414001",22.934,1.756,0,0,24.69
2015,11,"5414001",57.015,0.041,0,0,57.056
2016,11,"5414001",59.488,3.993,0,0,63.481
2017,11,"5414001",36.655,0.051,0,0,36.706
2018,11,"5414001",22.426,0.227,0,0,22.653
2019,11,"5414001",6.315,0.021,0,0,6.336
2020,11,"5414001",23.097,0.633,0,0,23.73
2021,11,"5414001",11.245,2.732,0,0,13.977
2022,11,"5414001",33.394,0.052,0,0,33.446
1981,12,"5414001",20.803,11.871,0,0,32.674
1982,12,"5414001",162.991,0.746,0,0,163.737
1983,12,"5414001",100.029,13.054,0,2.119,115.202
1984,12,"5414001",234.253,6.293,0,0,240.546
1985,12,"5414001",35.964,0.065,0,0,36.029
1986,12,"5414001",66.017,10.906,0,0,76.923
1987,12,"5414001",170.164,0.052,0,0,170.216
1988,12,"5414001",26.875,0.759,0,0,27.634
1989,12,"5414001",64.91,10.655,0,0.94,76.505
1990,12,"5414001",22.358,0.137,0,0,22.495
1991,12,"5414001",83.833,5.599,0,0,89.432
1992,12,"5414001",96.882,0.058,0,0,96.94
1993,12,"5414001",55.611,0.534,0,0,56.145
1994,12,"5414001",25.104,0.377,0,0,25.481
1995,12,"5414001",32.885,0.067,0,0,32.952
1996,12,"5414001",14.855,1.47,0,0,16.325
1997,12,"5414001",170.318,2.198,0,0,172.516
1998,12,"5414001",21.114,5.281,0,0,26.395
1999,12,"5414001",38.069,0.206,0,0,38.275
2000,12,"5414001",68.168,7.481,0,0,75.649
2001,12,"5414001",60.703,2.692,0,0,63.395
2002,12,"5414001",103.614,0.051,0,0,103.665
2003,12,"5414001",35.032,7.71,0,0,42.742
2004,12,"5414001",39.405,5.429,0,0,44.834
2005,12,"5414001",80.621,0.092,0,0,80.713
2006,12,"5414001",73.864,13.146,0,0,87.01
2007,12,"5414001",46.753,1.028,0,0,47.781
2008,12,"5414001",69.782,0.39,0,0,70.172
2009,12,"5414001",55.613,0.001,0,0,55.614
2010,12,"5414001",26.543,0.604,0,0,27.147
2011,12,"5414001",39.356,0.381,0,0,39.737
2012,12,"5414001",17.03,1.794,0,0,18.824
2013,12,"5414001",33.08,1.526,0,0,34.606
2014,12,"5414001",18.903,2.881,0,0,21.784
2015,12,"5414001",46.914,0.007,0,0,46.921
2016,12,"5414001",48.952,1.236,0,0,50.188
2017,12,"5414001",30.161,0.005,0,0,30.166
2018,12,"5414001",18.453,0.399,0,0,18.852
2019,12,"5414001",5.196,0.001,0,0,5.197
2020,12,"5414001",19.341,1.869,0,0,21.21
2021,12,"5414001",9.253,0.098,0,0,9.351
2022,12,"5414001",27.478,0.001,0,0,27.479
1981,1,"5707002",204.776,358.932,0,7.224,570.932
1982,1,"5707002",84.114,297.669,0,0,381.783
1983,1,"5707002",517.372,523.158,0,2.921,1043.451
1984,1,"5707002",212.281,424.911,0,1.856,639.048
1985,1,"5707002",334.388,469.438,0,4.818,808.644
1986,1,"5707002",109.413,346.043,0,9.102,464.558
1987,1,"5707002",189.656,376.124,0,7.519,573.299
1988,1,"5707002",354.277,462.874,0,0,817.151
1989,1,"5707002",75.102,320.663,0,28.789,424.554
1990,1,"5707002",165.481,344.933,0,6.017,516.431
1991,1,"5707002",115.365,302.917,0,2.199,420.481
1992,1,"5707002",183.924,364.784,0,75.055,623.763
1993,1,"5707002",207.789,371.644,0,38.493,617.926
1994,1,"5707002",156.589,346.773,0,0,503.362
1995,1,"5707002",112.457,303.735,0,24.087,440.279
1996,1,"5707002",114.794,302.458,0,0,417.252
1997,1,"5707002",34.91,208.521,0,0,243.431
1998,1,"5707002",291.411,418.717,0,28.832,738.96
1999,1,"5707002",51.391,275.484,0,0,326.875
2000,1,"5707002",115.132,284.896,0,0,400.028
2001,1,"5707002",190.697,353.972,0,24.835,569.504
2002,1,"5707002",169.15,358.016,0,0,527.166
2003,1,"5707002",204.106,381.526,0,0,585.632
2004,1,"5707002",110.88,311.01,0,30.987,452.877
2005,1,"5707002",112.006,299.477,0,7.922,419.405
2006,1,"5707002",198.288,367.307,0,0,565.595
2007,1,"5707002",182.102,368.755,0,8.311,559.168
2008,1,"5707002",120.249,321.97,0,24.915,467.134
2009,1,"5707002",121.39,322.897,0,0,444.287
2010,1,"5707002",126.457,315.861,0,0,442.318
2011,1,"5707002",80.107,275.229,0,0.004,355.34
2012,1,"5707002",88.042,251.529,0,11.213,350.784
2013,1,"5707002",60.549,245.31,0,3.202,309.061
2014,1,"5707002",95.922,267.081,0,3.451,366.454
2015,1,"5707002",76.088,250.303,0,0,326.391
2016,1,"5707002",255.571,363.684,0,51.629,670.884
2017,1,"5707002",122.597,318.779,0,0.634,442.01
2018,1,"5707002",82.113,273.021,0,0,355.134
2019,1,"5707002",75.292,249.338,0,0,324.63
2020,1,"5707002",39.179,189.534,0,0,228.713
2021,1,"5707002",76.892,226.41,0,0,303.302
2022,1,"5707002",57.494,206.074,0,22.642,286.21
2023,1,"5707002",72.952,215.88,0,0.454,289.286
1981,2,"5707002",215.922,379.844,0,134.387,730.153
1982,2,"5707002",119.326,322.754,0,138.235,580.315
1983,2,"5707002",401.926,523.089,0,76.022,1001.037
1984,2,"5707002",195.701,434.616,0,90.552,720.869
1985,2,"5707002",278.042,467.959,0,15.4,761.401
1986,2,"5707002",137.358,364.694,0,287.613,789.665
1987,2,"5707002",159.301,379.793,0,78.552,617.646
1988,2,"5707002",277.569,458.608,0,1.418,737.595
1989,2,"5707002",72.452,322.858,0,58.776,454.086
1990,2,"5707002",140.193,347.953,0,18.734,506.88
1991,2,"5707002",154.187,358.36,58.669,6.755,577.971
1992,2,"5707002",183.929,379.089,0,223.468,786.486
1993,2,"5707002",220.673,397.765,0,181.217,799.655
1994,2,"5707002",144.296,351.548,0,44.48,540.324
1995,2,"5707002",110.299,310.499,0,0,420.798
1996,2,"5707002",90.536,297.259,0,0.272,388.067
1997,2,"5707002",57.709,223.715,0,100.838,382.262
1998,2,"5707002",231.027,417.902,0,35.529,684.458
1999,2,"5707002",49.421,272.434,0,31.852,353.707
2000,2,"5707002",94.335,286.198,0,33.286,413.819
2001,2,"5707002",181.936,365.588,0,110.266,657.79
2002,2,"5707002",194.552,378.95,0,156.947,730.449
2003,2,"5707002",189.416,384.884,0,65.287,639.587
2004,2,"5707002",94.913,311.705,0,22.401,429.019
2005,2,"5707002",112.147,311.114,0,142.949,566.21
2006,2,"5707002",161.703,361.518,0,1.782,525.003
2007,2,"5707002",143.056,367.953,0,27.014,538.023
2008,2,"5707002",219.866,383.79,9.391,91.471,704.518
2009,2,"5707002",113.801,325.428,0,2.46,441.689
2010,2,"5707002",110.173,317.576,0,19.147,446.896
2011,2,"5707002",61.215,267.243,0,0,328.458
2012,2,"5707002",126.405,280.212,0,10.337,416.954
2013,2,"5707002",81.06,262.363,0,135.228,478.651
2014,2,"5707002",100.538,281.703,0,18.452,400.693
2015,2,"5707002",58.863,244.281,0,0,303.144
2016,2,"5707002",220.006,370.767,0,104.285,695.058
2017,2,"5707002",116.799,327.22,0,72.71,516.729
2018,2,"5707002",79.597,275.205,0,13.138,367.94
2019,2,"5707002",75.939,253.863,0,43.377,373.179
2020,2,"5707002",40.786,191.766,0,1.351,233.903
2021,2,"5707002",67.469,226.109,0,6.119,299.697
2022,2,"5707002",58.327,213.805,0,12.111,284.243
1981,3,"5707002",165.295,378.215,0,165.598,709.108
1982,3,"5707002",198.206,370.072,0,817.052,1385.33
1983,3,"5707002",311.904,523.725,0,265.376,1101.005
1984,3,"5707002",156.608,437.138,0,248.366,842.112
1985,3,"5707002",216.903,464.832,0,49.832,731.567
1986,3,"5707002",240.015,423.463,0,442.865,1106.343
1987,3,"5707002",178.356,399.312,0,66.055,643.723
1988,3,"5707002",213.744,457.977,0,27.096,698.817
1989,3,"5707002",59.946,322.757,0,106.711,489.414
1990,3,"5707002",129.945,354.491,0,63.31,547.746
1991,3,"5707002",164.446,358.419,0,212.104,734.969
1992,3,"5707002",152.748,382.554,0,539.217,1074.519
1993,3,"5707002",210.519,410.22,0,251.544,872.283
1994,3,"5707002",120.132,353.786,0,116.928,590.846
1995,3,"5707002",116.781,324.032,0,143.459,584.272
1996,3,"5707002",79.57,300.522,0,18.674,398.766
1997,3,"5707002",120.272,272.551,0,622.572,1015.395
1998,3,"5707002",177.341,416.922,0,83.434,677.697
1999,3,"5707002",43.53,274.483,0,137.629,455.642
2000,3,"5707002",151.857,333.778,12.374,482.734,980.743
2001,3,"5707002",148.588,366.917,0,115.439,630.944
2002,3,"5707002",176.833,389.894,0,408.318,975.045
2003,3,"5707002",180.595,395.455,0,162.3,738.35
2004,3,"5707002",82.853,315.35,0,92.835,491.038
2005,3,"5707002",186.685,355.335,1.134,440.71,983.864
2006,3,"5707002",152.979,371.139,0,85.113,609.231
2007,3,"5707002",145.997,382.991,0,242.559,771.547
2008,3,"5707002",203.899,395.729,0,223.865,823.493
2009,3,"5707002",121.406,339.566,0,131.535,592.507
2010,3,"5707002",98.489,323.332,0,176.587,598.408
2011,3,"5707002",50.105,268.341,0,144.981,463.427
2012,3,"5707002",138.904,301.457,2.591,109.237,552.189
2013,3,"5707002",74.87,267.803,0,208.781,551.454
2014,3,"5707002",79.388,282.39,0,189.785,551.563
2015,3,"5707002",46.136,241.226,0,3.411,290.773
2016,3,"5707002",175.484,372.964,0,249.049,797.497
2017,3,"5707002",100.864,330.336,0,159.271,590.471
2018,3,"5707002",70.502,279.261,0,87.198,436.961
2019,3,"5707002",70.652,259.116,0,133.295,463.063
2020,3,"5707002",55.153,208.889,0,233.692,497.734
2021,3,"5707002",59.337,230.474,0,51.775,341.586
2022,3,"5707002",50.104,217.266,0,90.214,357.584
1981,4,"5707002",125.201,377.299,0,221.46,723.96
1982,4,"5707002",189.841,384.28,0,1063.499,1637.62
1983,4,"5707002",237.569,523.95,0,609.292,1370.811
1984,4,"5707002",124.09,434.99,0,990.832,1549.912
1985,4,"5707002",171.398,466.23,0,166.575,804.203
1986,4,"5707002",183.214,418.846,0,452.686,1054.746
1987,4,"5707002",202.619,425.106,0,672.455,1300.18
1988,4,"5707002",179.998,461.548,0,118.439,759.985
1989,4,"5707002",47.881,322.742,0,326.002,696.625
1990,4,"5707002",98.258,353.472,0,120.192,571.922
1991,4,"5707002",159.328,373.611,0,455.875,988.814
1992,4,"5707002",115.993,382.864,0,597.833,1096.69
1993,4,"5707002",162.146,409.631,0,355.827,927.604
1994,4,"5707002",138.744,372.903,0,312.904,824.551
1995,4,"5707002",87.895,323.717,0,316.607,728.219
1996,4,"5707002",60.203,299.176,0,35.18,394.559
1997,4,"5707002",118.97,284.703,0,656.175,1059.848
1998,4,"5707002",133.54,414.292,0,85.25,633.082
1999,4,"5707002",34.451,274.128,0,173.215,481.794
2000,4,"5707002",125.899,333.137,0,551.21,1010.246
2001,4,"5707002",137.579,376.013,0,608.945,1122.537
2002,4,"5707002",138.234,390.174,0,595.217,1123.625
2003,4,"5707002",136.369,393.98,0,280.558,810.907
2004,4,"5707002",67.145,316.264,0,178.844,562.253
2005,4,"5707002",148.779,356.002,0,467.164,971.945
2006,4,"5707002",203.774,405.605,0,479.431,1088.81
2007,4,"5707002",125.109,389.349,0,433.461,947.919
2008,4,"5707002",154.179,395.021,0,288.553,837.753
2009,4,"5707002",91.926,339.343,0,174.371,605.64
2010,4,"5707002",74.127,323.192,0,235.383,632.702
2011,4,"5707002",38.535,268.377,0,242.742,549.654
2012,4,"5707002",116.117,304.858,0,111.728,532.703
2013,4,"5707002",59.126,267.427,0,239.417,565.97
2014,4,"5707002",76.595,289.336,0,246.063,611.994
2015,4,"5707002",59.564,257.069,0,155.428,472.061
2016,4,"5707002",136.384,374.315,0,410.667,921.366
2017,4,"5707002",80.069,329.724,0,200.626,610.419
2018,4,"5707002",55.9,279.588,0,188.51,523.998
2019,4,"5707002",56.038,258.661,0,151.318,466.017
2020,4,"5707002",48.091,212.997,0,365.871,626.959
2021,4,"5707002",44.878,229.424,0,53.845,328.147
2022,4,"5707002",37.756,216.426,0,256.897,511.079
1981,5,"5707002",109.089,380.106,0,282.441,771.636
1982,5,"5707002",198.096,397.65,0,1221.635,1817.381
1983,5,"5707002",184.297,524.012,0,730.985,1439.294
1984,5,"5707002",95.888,434.955,0,1056.577,1587.42
1985,5,"5707002",129.092,464.289,0,173.092,766.473
