"wy_simple","wym","cod_cuenca","SLZ","SSM","SUZ","SWE","STORAGE"
1986,5,"5707002",145.214,417.053,0,626.757,1189.024
1987,5,"5707002",182.192,432.341,0,1083.539,1698.072
1988,5,"5707002",152.817,465.918,0,227.454,846.189
1989,5,"5707002",83.911,342.057,0,557.96,983.928
1990,5,"5707002",97.323,363.14,8.394,186.974,655.831
1991,5,"5707002",120.718,369.92,0,469.972,960.61
1992,5,"5707002",87.909,382.272,0,680.305,1150.486
1993,5,"5707002",124.943,404.054,0,397.902,926.899
1994,5,"5707002",106.784,370.658,0,329.908,807.35
1995,5,"5707002",72.473,325.084,0,410.613,808.17
1996,5,"5707002",50.658,300.618,0,130.467,481.743
1997,5,"5707002",144.927,311.532,8.291,785.508,1250.258
1998,5,"5707002",100.78,411.177,0,88.196,600.153
1999,5,"5707002",41.807,280.994,0,325.393,648.194
2000,5,"5707002",96.134,331.531,0,565.787,993.452
2001,5,"5707002",143.008,386.538,0,744.975,1274.521
2002,5,"5707002",145.695,401.657,0,754.657,1302.009
2003,5,"5707002",106.32,390.674,0,288.434,785.428
2004,5,"5707002",69.212,320.498,0,210.92,600.63
2005,5,"5707002",191.567,386.03,0,747.011,1324.608
2006,5,"5707002",159.884,403.892,0,609.205,1172.981
2007,5,"5707002",94.244,389.064,0,483.499,966.807
2008,5,"5707002",143.151,405.886,0,531.385,1080.422
2009,5,"5707002",100.285,349.173,0,355.832,805.29
2010,5,"5707002",57.799,322.147,0,245.674,625.62
2011,5,"5707002",34.568,270.661,0,400.001,705.23
2012,5,"5707002",89.209,302.938,0,156.7,548.847
2013,5,"5707002",57.114,272.387,0,346.25,675.751
2014,5,"5707002",64.211,289.73,0,295.676,649.617
2015,5,"5707002",78.2,274.692,0,371.796,724.688
2016,5,"5707002",117.374,374.509,0,418.287,910.17
2017,5,"5707002",62.385,329.162,0,266.005,657.552
2018,5,"5707002",47.214,279.325,0,224.208,550.747
2019,5,"5707002",58.685,263.973,0,142.057,464.715
2020,5,"5707002",38.608,213.363,0,364.082,616.053
2021,5,"5707002",60.48,244.564,0,163.352,468.396
2022,5,"5707002",31.267,216.614,0,339.828,587.709
1981,6,"5707002",96.25,378.773,0,315.978,791.001
1982,6,"5707002",243.711,423.046,0,1293.812,1960.569
1983,6,"5707002",141.772,521.837,0,774.628,1438.237
1984,6,"5707002",100.093,437.161,0,1154.993,1692.247
1985,6,"5707002",115.539,461.631,0,257.31,834.48
1986,6,"5707002",137.22,419.501,0,617.736,1174.457
1987,6,"5707002",146.526,429.327,0,1136.949,1712.802
1988,6,"5707002",120.432,462.794,0,252.085,835.311
1989,6,"5707002",75.538,342.27,0,665.76,1083.568
1990,6,"5707002",108.707,369.145,0,282.318,760.17
1991,6,"5707002",159.947,389.237,0,508.682,1057.866
1992,6,"5707002",84.864,381.136,0,719.445,1185.445
1993,6,"5707002",98.602,400.812,0,439.422,938.836
1994,6,"5707002",133.275,379.34,0,308.321,820.936
1995,6,"5707002",69.056,327.545,0,443.808,840.409
1996,6,"5707002",58.828,304.385,0,105.102,468.315
1997,6,"5707002",164.375,330.973,0,881.896,1377.244
1998,6,"5707002",85.255,411.475,0,139.672,636.402
1999,6,"5707002",53.1,287.616,0,515.488,856.204
2000,6,"5707002",80.902,331.722,0,757.659,1170.283
2001,6,"5707002",111.93,382.55,0,751.178,1245.658
2002,6,"5707002",121.436,399.835,0,816.761,1338.032
2003,6,"5707002",99.849,388.694,0,337.721,826.264
2004,6,"5707002",86.056,328.745,0,271.936,686.737
2005,6,"5707002",147.114,382.998,0,815.796,1345.908
2006,6,"5707002",151.897,405.686,0,613.638,1171.221
2007,6,"5707002",82.542,383.73,0,469.789,936.061
2008,6,"5707002",117.368,401.779,0,536.89,1056.037
2009,6,"5707002",103.116,359.236,0,537.456,999.808
2010,6,"5707002",45.264,318.777,0,252.92,616.961
2011,6,"5707002",57.429,280.281,0,366.462,704.172
2012,6,"5707002",84.545,303.215,0,137.551,525.311
2013,6,"5707002",86.076,294.499,0,352.488,733.063
2014,6,"5707002",60.885,293.455,0,370.217,724.557
2015,6,"5707002",70.69,277.425,0,473.538,821.653
2016,6,"5707002",144.326,382.523,0,337.351,864.2
2017,6,"5707002",96.26,342.02,0,246.8,685.08
2018,6,"5707002",86.554,296.66,0,247.925,631.139
2019,6,"5707002",68.634,272.077,0,122.305,463.016
2020,6,"5707002",37.256,213.885,0,359.317,610.458
2021,6,"5707002",54.828,246.19,0,199.487,500.505
2022,6,"5707002",26.054,214.761,0,343.908,584.723
1981,7,"5707002",120.501,384.116,0,258.964,763.581
1982,7,"5707002",212.446,421.347,0,1322.78,1956.573
1983,7,"5707002",149.385,508.284,0,729.653,1387.322
1984,7,"5707002",146.897,440.884,0,1101.103,1688.884
1985,7,"5707002",119.653,456.24,0,290.772,866.665
1986,7,"5707002",135.712,412.223,0,599.87,1147.805
1987,7,"5707002",142.902,425.301,0,1153.002,1721.205
1988,7,"5707002",105.239,450.575,0,242.664,798.478
1989,7,"5707002",105.488,346.624,0,598.3,1050.412
1990,7,"5707002",104.844,364.435,0,276.039,745.318
1991,7,"5707002",137.829,383.597,0,520.333,1041.759
1992,7,"5707002",82.822,373.496,0,697.535,1153.853
1993,7,"5707002",124.435,403.174,0,393.677,921.286
1994,7,"5707002",117.826,374.031,0,309.642,801.499
1995,7,"5707002",74.692,328.862,0,424.993,828.547
1996,7,"5707002",68.854,303.882,0,78.462,451.198
1997,7,"5707002",130.308,328.26,0,964.146,1422.714
1998,7,"5707002",142.035,418.256,0,28.329,588.62
1999,7,"5707002",81.868,297.117,0,473.907,852.892
2000,7,"5707002",117.728,341.793,0,676.587,1136.108
2001,7,"5707002",156.838,390.28,0,651.076,1198.194
2002,7,"5707002",136.258,399.327,0,776.996,1312.581
2003,7,"5707002",132.113,390.261,0,258.737,781.111
2004,7,"5707002",93.2,331.998,0,281.708,706.906
2005,7,"5707002",139.67,380.482,0,786.04,1306.192
2006,7,"5707002",161.075,408.389,0,641.997,1211.461
2007,7,"5707002",103.796,383.017,0,417.425,904.238
2008,7,"5707002",101.893,391.244,0,523.011,1016.148
2009,7,"5707002",123.095,364.097,0,495.877,983.069
2010,7,"5707002",76.112,324.513,0,212.228,612.853
2011,7,"5707002",65.52,280.343,0,342.124,687.987
2012,7,"5707002",70.705,298.288,0,183.158,552.151
2013,7,"5707002",89.224,294.203,0,320.319,703.746
2014,7,"5707002",132.584,320.025,0,239.806,692.415
2015,7,"5707002",73.481,282.115,0,555.43,911.026
2016,7,"5707002",159.819,386.105,0,309.768,855.692
2017,7,"5707002",82.961,336.413,0,277.412,696.786
2018,7,"5707002",87.552,298.749,0,282.65,668.951
2019,7,"5707002",87.489,279.614,0,72.625,439.728
2020,7,"5707002",86.134,240.88,0,258.031,585.045
2021,7,"5707002",106.963,272.125,0,100.826,479.914
2022,7,"5707002",39.934,220.397,0,323.606,583.937
1981,8,"5707002",208.88,403.354,0,84.92,697.154
1982,8,"5707002",248.135,428.715,0,1207.567,1884.417
1983,8,"5707002",276.817,519.284,16.935,478.206,1291.242
1984,8,"5707002",233.786,453.13,0,964.027,1650.943
1985,8,"5707002",238.389,472.044,2.485,86.466,799.384
1986,8,"5707002",190.782,418.952,0,484.222,1093.956
1987,8,"5707002",259.867,449.432,14.108,918.067,1641.474
1988,8,"5707002",226.763,466.223,0,39.322,732.308
1989,8,"5707002",214.019,378.582,0,396.23,988.831
1990,8,"5707002",210.577,403.803,34.08,34.23,682.69
1991,8,"5707002",240.753,409.721,3.972,319.202,973.648
1992,8,"5707002",170.541,392.54,0,550.649,1113.73
1993,8,"5707002",166.43,406.098,0,298.51,871.038
1994,8,"5707002",217.196,398.199,0,126.01,741.405
1995,8,"5707002",199.515,367.939,0,203.117,770.571
1996,8,"5707002",96.871,303.284,0,0,400.155
1997,8,"5707002",171.084,341.969,0,864.852,1377.905
1998,8,"5707002",125.833,393.075,0,0,518.908
1999,8,"5707002",202.996,345.805,7.435,242.084,798.32
2000,8,"5707002",166.756,356.819,0,614.674,1138.249
2001,8,"5707002",217.877,404.376,5.876,504.6,1132.729
2002,8,"5707002",192.573,408.161,0,654.496,1255.23
2003,8,"5707002",240.211,415.913,2.662,80.491,739.277
2004,8,"5707002",144.663,347.166,3.331,212.851,708.011
2005,8,"5707002",258.419,410.924,0,569.868,1239.211
2006,8,"5707002",256.218,429.642,8.179,437.756,1131.795
2007,8,"5707002",222.804,420.774,31.568,164.863,840.009
2008,8,"5707002",263.317,444.711,53.51,162.784,924.322
2009,8,"5707002",173.49,376.5,0,388.403,938.393
2010,8,"5707002",140.185,343.278,0,107.981,591.444
2011,8,"5707002",189.403,333.588,7.604,108.341,638.936
2012,8,"5707002",160.122,330.57,0,13.657,504.349
2013,8,"5707002",159.492,321.513,0,174.801,655.806
2014,8,"5707002",199.511,345.35,0,90.856,635.717
2015,8,"5707002",95.066,288.023,0,508.546,891.635
2016,8,"5707002",236.833,404.342,0,135.595,776.77
2017,8,"5707002",143.335,351.234,0,165.016,659.585
2018,8,"5707002",155.557,323.574,0,149.93,629.061
2019,8,"5707002",106.704,280.651,0,0,387.355
2020,8,"5707002",214.496,305.387,0,0,519.883
2021,8,"5707002",138.503,283.545,0,0,422.048
2022,8,"5707002",206.56,312.379,15.066,0,534.005
1981,9,"5707002",208.074,387.092,0,0,595.166
1982,9,"5707002",412.848,468.397,9.128,858.577,1748.95
1983,9,"5707002",472.222,550.717,61.745,0,1084.684
1984,9,"5707002",343.172,472.923,14.589,700.141,1530.825
1985,9,"5707002",235.196,445.127,0,0,680.323
1986,9,"5707002",384.159,469.76,27.824,83.222,964.965
1987,9,"5707002",385.681,472.409,9.072,650.788,1517.95
1988,9,"5707002",199.607,432.822,0,0,632.429
1989,9,"5707002",399.303,437.868,16.158,0,853.329
1990,9,"5707002",216.356,377.847,0,0,594.203
1991,9,"5707002",406.758,461.512,25.305,0,893.575
1992,9,"5707002",367.231,466.837,82.439,57.483,973.99
1993,9,"5707002",321.251,438.067,0,0,759.318
1994,9,"5707002",244.986,387.88,0,0,632.866
1995,9,"5707002",273.745,381.858,0,0,655.603
1996,9,"5707002",82.604,279.96,0,0,362.564
1997,9,"5707002",357.137,418.018,36.464,465.569,1277.188
1998,9,"5707002",98.147,355.148,0,0,453.295
1999,9,"5707002",305.049,374.615,0,0,679.664
2000,9,"5707002",376.98,442.353,53.558,118.45,991.341
2001,9,"5707002",421.844,472.061,44.251,0,938.156
2002,9,"5707002",392.251,471.902,51.644,213.546,1129.343
2003,9,"5707002",235.945,398.311,0,0,634.256
2004,9,"5707002",241.184,371.431,0,0,612.615
2005,9,"5707002",439.371,491.622,110.688,0,1041.681
2006,9,"5707002",456.718,479.07,22.278,0,958.066
2007,9,"5707002",295.026,419.724,0,0,714.75
2008,9,"5707002",323.537,432.78,0,0,756.317
2009,9,"5707002",357.224,433.011,10.009,0,800.244
2010,9,"5707002",187.224,351.161,0,0,538.385
2011,9,"5707002",209.887,328.829,0,0,538.716
2012,9,"5707002",152.826,320.344,0,0,473.17
2013,9,"5707002",222.715,338.023,0,0,560.738
2014,9,"5707002",206.412,342.013,0,0,548.425
2015,9,"5707002",238.038,348.819,9.03,224.526,820.413
2016,9,"5707002",278.355,408.44,0,0,686.795
2017,9,"5707002",207.114,361.425,0,0,568.539
2018,9,"5707002",210.875,340.452,0,0,551.327
2019,9,"5707002",82.295,252.194,0,0,334.489
2020,9,"5707002",163.603,276.048,0,0,439.651
2021,9,"5707002",104.792,253.675,0,0,358.467
2022,9,"5707002",170.971,282.789,0,0,453.76
1981,10,"5707002",158.892,349.45,0,0,508.342
1982,10,"5707002",574.605,505.705,5.112,486.245,1571.667
1983,10,"5707002",410.919,498.223,0,0,909.142
1984,10,"5707002",522.164,528.284,69.253,186.953,1306.654
1985,10,"5707002",178.429,399.768,0,0,578.197
1986,10,"5707002",359.493,443.648,0,0,803.141
1987,10,"5707002",513.318,500.868,18.665,308.746,1341.597
1988,10,"5707002",161.655,393.23,0,0,554.885
1989,10,"5707002",317.118,394.863,0,0,711.981
1990,10,"5707002",166.132,341.228,0,0,507.36
1991,10,"5707002",335.204,418.018,0,0,753.222
1992,10,"5707002",368.499,431.101,0,0,799.6
1993,10,"5707002",242.891,392.789,0,0,635.68
1994,10,"5707002",195.235,352.726,0,0,547.961
1995,10,"5707002",212.857,350.192,0,0,563.049
1996,10,"5707002",67.446,253.034,0,0,320.48
1997,10,"5707002",532.141,467.288,0,0,999.429
1998,10,"5707002",83.576,326.105,0,0,409.681
1999,10,"5707002",229.615,335.08,0,0,564.695
2000,10,"5707002",384.075,422.914,0,0,806.989
2001,10,"5707002",356.965,428.677,0,0,785.642
2002,10,"5707002",456.499,468.5,0,0,924.999
2003,10,"5707002",179.231,356.98,0,0,536.211
2004,10,"5707002",193.736,340.547,0,4.161,538.444
2005,10,"5707002",415.596,442.655,0,0,858.251
2006,10,"5707002",361.703,430.101,0,0,791.804
2007,10,"5707002",226.823,377.234,0,0,604.057
2008,10,"5707002",251.143,391.42,0,0,642.563
2009,10,"5707002",278.902,388.412,0,0,667.314
2010,10,"5707002",150.92,321.978,0,0,472.898
2011,10,"5707002",167.672,299.387,0,0,467.059
2012,10,"5707002",121.986,291.375,0,0,413.361
2013,10,"5707002",175.483,305.766,0,0,481.249
2014,10,"5707002",157.758,306.286,0,0,464.044
2015,10,"5707002",329.92,377.541,0,0,707.461
2016,10,"5707002",211.018,365.557,0,0,576.575
2017,10,"5707002",165.396,330.189,0,0,495.585
2018,10,"5707002",163.078,306.429,0,0,469.507
2019,10,"5707002",68.36,228.359,0,0,296.719
2020,10,"5707002",155.902,268.809,2.557,1.371,428.639
2021,10,"5707002",87.435,232.368,0,0,319.803
2022,10,"5707002",139.509,260.483,0,0,399.992
1981,11,"5707002",125.183,324.766,0,0,449.949
1982,11,"5707002",583.071,511.074,0,305.911,1400.056
1983,11,"5707002",315.443,457.72,0,0,773.163
1984,11,"5707002",562.805,516.905,0,0,1079.71
1985,11,"5707002",148.144,372.922,0,0,521.066
1986,11,"5707002",287.184,410.143,0,0,697.327
1987,11,"5707002",607.77,518.659,0,0,1126.429
1988,11,"5707002",125.544,359.496,0,0,485.04
1989,11,"5707002",248.695,365.599,0,0,614.294
1990,11,"5707002",132.128,315.18,0,0,447.308
1991,11,"5707002",261.147,387.316,0,0,648.463
1992,11,"5707002",292.653,399.111,0,0,691.764
1993,11,"5707002",195.054,366.338,0,0,561.392
1994,11,"5707002",157.227,329.626,0,0,486.853
1995,11,"5707002",163.732,322.619,0,0,486.351
1996,11,"5707002",54.741,234.17,0,0,288.911
1997,11,"5707002",429.145,438.279,0,0,867.424
1998,11,"5707002",64.788,298.358,0,0,363.146
1999,11,"5707002",185.051,313.031,0,0,498.082
2000,11,"5707002",297.141,383.594,0,0,680.735
2001,11,"5707002",277.024,394.505,0,0,671.529
2002,11,"5707002",353.978,431.118,0,0,785.096
2003,11,"5707002",147.731,331.847,0,0,479.578
2004,11,"5707002",153.787,314.506,0,0,468.293
2005,11,"5707002",330.877,408.696,0,0,739.573
2006,11,"5707002",294.453,404.538,0,0,698.991
2007,11,"5707002",182.01,350.475,0,0,532.485
2008,11,"5707002",207.16,366.097,0,0,573.257
2009,11,"5707002",216.762,356.657,0,0,573.419
2010,11,"5707002",127.37,301.872,0,0,429.242
2011,11,"5707002",130.087,274.663,0,0,404.75
2012,11,"5707002",102.074,272.677,0,0,374.751
2013,11,"5707002",150.854,290.58,0,0,441.434
2014,11,"5707002",125.862,282.805,0,0,408.667
2015,11,"5707002",253.151,344.048,0,0,597.199
2016,11,"5707002",176.701,342.635,0,0,519.336
2017,11,"5707002",130.234,303.359,0,0,433.593
2018,11,"5707002",129.786,281.875,0,0,411.661
2019,11,"5707002",52.403,207.678,0,0,260.081
2020,11,"5707002",125.928,251.449,0,0,377.377
2021,11,"5707002",73.021,218.205,0,0,291.226
2022,11,"5707002",108.154,238.742,0,0,346.896
1981,12,"5707002",106.279,310.314,0,0,416.593
1982,12,"5707002",650.386,535.006,2.23,0,1187.622
1983,12,"5707002",252.663,433.162,0,7.496,693.321
1984,12,"5707002",429.731,484.6,0,0,914.331
1985,12,"5707002",111.54,347.605,0,0,459.145
1986,12,"5707002",231.689,386.7,0,0.059,618.448
1987,12,"5707002",458.162,480.729,0,0,938.891
1988,12,"5707002",94.515,334.966,0,0,429.481
1989,12,"5707002",195.134,345.718,0,21.576,562.428
1990,12,"5707002",99.468,291.686,0,0,391.154
1991,12,"5707002",201.286,361.72,0,0,563.006
1992,12,"5707002",220.274,368.347,0,0,588.621
1993,12,"5707002",149.713,340.93,0,0,490.643
1994,12,"5707002",118.525,306.699,0,0,425.224
1995,12,"5707002",123.235,299.878,0,0,423.113
1996,12,"5707002",42.568,217.709,0,0,260.277
1997,12,"5707002",331.711,413.681,0,0,745.392
1998,12,"5707002",56.196,282.327,0,0,338.523
1999,12,"5707002",139.292,292.225,0,0,431.517
2000,12,"5707002",240.658,363.72,0,0,604.378
2001,12,"5707002",213.208,368.136,0,0,581.344
2002,12,"5707002",267.787,399.675,0,0,667.462
2003,12,"5707002",120.502,312.309,0,0.38,433.191
2004,12,"5707002",134.724,305.063,0,0,439.787
2005,12,"5707002",249.445,381.021,0,0,630.466
2006,12,"5707002",229.277,379.756,0,0,609.033
2007,12,"5707002",144.437,330.845,0,0,475.282
2008,12,"5707002",159.782,341.375,0,0,501.157
2009,12,"5707002",163.152,328.997,0,0,492.149
2010,12,"5707002",97.285,282.674,0,0,379.959
2011,12,"5707002",99.22,253.79,0,0,353.01
2012,12,"5707002",77.634,255.616,0,0.439,333.689
2013,12,"5707002",117.207,274.696,0,0.251,392.154
2014,12,"5707002",99.788,263.347,0,0,363.135
2015,12,"5707002",190.657,319.208,0,0,509.865
2016,12,"5707002",134.669,320.488,0,0,455.157
2017,12,"5707002",98.047,282.279,0,0,380.326
2018,12,"5707002",98.103,262.168,0,0,360.271
2019,12,"5707002",39.441,191,0,0,230.441
2020,12,"5707002",98.422,236.328,0,0,334.75
2021,12,"5707002",54.964,202.96,0,0,257.924
2022,12,"5707002",81.413,219.356,0,0,300.769
1981,1,"5710001",249.888,306.864,0,15.604,572.356
1982,1,"5710001",165.149,243.175,0,0,408.324
1983,1,"5710001",503.845,489.053,0,0.997,993.895
1984,1,"5710001",280.629,336.837,0,0,617.466
1985,1,"5710001",378.564,395.845,0,5.208,779.617
1986,1,"5710001",181.693,261.544,0,0,443.237
1987,1,"5710001",245.207,288.81,1.339,2.625,537.981
1988,1,"5710001",353.929,373.059,0,0,726.988
1989,1,"5710001",128.976,212.408,0,33.016,374.4
1990,1,"5710001",221.898,273.22,0,12.842,507.96
1991,1,"5710001",162.107,229.81,0,4.285,396.202
1992,1,"5710001",252.401,298.067,1.714,76.139,628.321
1993,1,"5710001",316.326,323.757,0,0,640.083
1994,1,"5710001",224.047,278.178,4.51,0.163,506.898
1995,1,"5710001",175.399,234.505,1.625,16.334,427.863
1996,1,"5710001",174.813,236.11,0,0,410.923
1997,1,"5710001",70.717,143.781,0,0,214.498
1998,1,"5710001",351.509,365.708,0,10.731,727.948
1999,1,"5710001",78.436,174.085,0,0,252.521
2000,1,"5710001",159.154,215.513,0,0,374.667
2001,1,"5710001",253.994,290.401,0,29.672,574.067
2002,1,"5710001",243.845,272.99,0,0.411,517.246
2003,1,"5710001",265.945,292.92,0,0,558.865
2004,1,"5710001",160.604,226.538,0,28.982,416.124
2005,1,"5710001",153.642,225.033,0,0.768,379.443
2006,1,"5710001",275.425,296.62,0,0,572.045
2007,1,"5710001",253.897,287.392,0,9.325,550.614
2008,1,"5710001",169.641,231.597,0,24.903,426.141
2009,1,"5710001",170.207,227.847,0,0,398.054
2010,1,"5710001",178.021,223.497,0,0,401.518
2011,1,"5710001",132.085,208.91,0,1.274,342.269
2012,1,"5710001",126.917,184.315,0,6.167,317.399
2013,1,"5710001",103.682,187.367,0,0,291.049
2014,1,"5710001",135.071,204.817,0,0.517,340.405
2015,1,"5710001",125.606,186.251,0,0,311.857
2016,1,"5710001",306.557,350.393,19.11,56.776,732.836
2017,1,"5710001",185.983,252.897,0,0,438.88
2018,1,"5710001",145.217,208.894,0,0,354.111
2019,1,"5710001",112.598,175.392,0,0,287.99
2020,1,"5710001",63.169,127.451,0,0,190.62
2021,1,"5710001",118.365,179.285,0,0,297.65
2022,1,"5710001",96.177,166.847,0,24.937,287.961
2023,1,"5710001",105.582,163.517,0,1.617,270.716
1981,2,"5710001",308.862,366.962,2.107,172.143,850.074
1982,2,"5710001",206.514,296.316,0,149.212,652.042
1983,2,"5710001",419.019,487.325,0,112.859,1019.203
1984,2,"5710001",282.954,365.24,0,149.93,798.124
1985,2,"5710001",355.779,405.468,0,12.266,773.513
1986,2,"5710001",215.613,304.03,0,310.049,829.692
1987,2,"5710001",223.014,301.435,0,95.938,620.387
1988,2,"5710001",299.405,369.914,0,0.145,669.464
1989,2,"5710001",142.202,239.046,0,15.283,396.531
1990,2,"5710001",214.573,292.907,0,10.752,518.232
1991,2,"5710001",192.014,332.138,80.583,0,604.735
1992,2,"5710001",274.828,336.865,0,299.604,911.297
1993,2,"5710001",331.297,369.327,0,187.621,888.245
1994,2,"5710001",218.782,293.375,0,53.129,565.286
1995,2,"5710001",167.438,247.955,2.054,0,417.447
1996,2,"5710001",146.447,231.071,0,0,377.518
1997,2,"5710001",94.964,180.854,0,136.26,412.078
1998,2,"5710001",310.962,371.88,0,14.897,697.739
1999,2,"5710001",76.988,178.892,0,31.159,287.039
2000,2,"5710001",142.6,223.681,0,22.835,389.116
2001,2,"5710001",254.174,327.288,16.647,135.381,733.49
2002,2,"5710001",268.347,320.629,8.778,197.981,795.735
2003,2,"5710001",262.157,311.172,0,53.058,626.387
2004,2,"5710001",145.844,234.482,0,15.896,396.222
2005,2,"5710001",174.256,263.041,0,188.708,626.005
2006,2,"5710001",247.733,298.276,0,1.081,547.09
2007,2,"5710001",214.079,289.468,0,37.587,541.134
2008,2,"5710001",235.29,357.57,62.762,81.952,737.574
2009,2,"5710001",167.251,244.02,0,4.674,415.945
2010,2,"5710001",162.617,233.775,0,30.222,426.614
2011,2,"5710001",109.841,202.468,0,2.926,315.235
2012,2,"5710001",153.643,240.912,14.521,0,409.076
2013,2,"5710001",121.177,217.554,0,151.076,489.807
2014,2,"5710001",147.247,238.468,0,18.606,404.321
2015,2,"5710001",104.832,181.445,0,0,286.277
2016,2,"5710001",313.664,372.398,0,90.079,776.141
2017,2,"5710001",179.858,271.581,0,95.99,547.429
2018,2,"5710001",139.343,219.009,0,15.345,373.697
2019,2,"5710001",110.901,188.141,0,53.981,353.023
2020,2,"5710001",69.856,145.051,0,0.847,215.754
2021,2,"5710001",108.249,183.945,0,0,292.194
2022,2,"5710001",96.966,183.176,0,11.809,291.951
1981,3,"5710001",255.981,364.854,0,225.386,846.221
1982,3,"5710001",269.67,367.11,15.832,913.971,1566.583
1983,3,"5710001",346.614,488.669,0,376.287,1211.57
1984,3,"5710001",236.911,368.594,0,380.207,985.712
1985,3,"5710001",300.662,403.122,0,76.279,780.063
1986,3,"5710001",305.396,408.628,21.278,486.401,1221.703
1987,3,"5710001",261.443,348.148,0,47.637,657.228
1988,3,"5710001",246.647,368.743,0,52.118,667.508
1989,3,"5710001",124.603,243.535,0,96.4,464.538
1990,3,"5710001",204.919,306.543,0,26.594,538.056
1991,3,"5710001",222.623,334.12,0,254.018,810.761
1992,3,"5710001",237.742,342.452,0,689.017,1269.211
1993,3,"5710001",330.505,401.258,12.308,286.212,1030.283
1994,3,"5710001",190.875,299.465,0,181.381,671.721
1995,3,"5710001",185.085,280.361,0,211.394,676.84
1996,3,"5710001",132.844,240.348,0,26.691,399.883
1997,3,"5710001",168.206,268.077,0,684.68,1120.963
1998,3,"5710001",255.416,371.301,0,84.284,711.001
1999,3,"5710001",71.049,185.992,0,197.827,454.868
2000,3,"5710001",199.713,313.228,27.073,576.1,1116.114
2001,3,"5710001",243.9,338.217,0,143.428,725.545
2002,3,"5710001",270.032,346.839,0,485.427,1102.298
2003,3,"5710001",272.449,341.611,0,166.947,781.007
2004,3,"5710001",140.738,250.804,0,93.363,484.905
